Sentences,Sentence Sentiment,Aspects,Aspects Sentiment
"أفضل فيلم كوميكس في التاريخ !! رائعة من روائع المخرج العبقري نولان،،لم أكن أتخيل أن يصنع فيلم كوميكس بكل هذه الواقعية،،فارس الظلام أعطانا نظرة أخرى عن أفلام الأبطال الخارقين،،بداية الفيلم تعتبر من بين أفضل الافتتاحيات في التاريخ،،حيث قدم لنا نولان شخصية الجوكر الأفضل في التاريخ التي تقمصها بأداء أسطوري الراحل هيث ليدجر،،وجدت كل ما أرغب به في هذه التحفة الفنية،،فوجدت قصة محبوكة،،سيناريو رائع،تطور مذهل للأحداث و تشويق متواصل،أداء روعة،إخراج مميز،موسيقى تصويرية و لا في الأحلام من المبدع هانز زيمر،،المخرج نولان نجح في كل شيء في هذا الفيلم الذي فاجئني بكل صراحة و لا أعتقد أن تتكرر هذه التحفة الفنية مرة أخرى،،فالروعة الاخراجية التي حققها نولان من الصعب أن يحققها أي مخرج آخر.. قبل مشاهدتي للفيلم لم أكن أتوقع أن يكون بكل هذه الروعة و لكن بعد المشاهدة صنفت الفيلم ضمن قائمة أفضل الأفلام التي شاهدتها في حياتي و التي لن تمحى من ذاكرتي أبدا.",1,"نولان،أداء،قصة،سيناريو،إخراج","1,1,1,1,1"
لولا أداء حلمى لم أتردد ثانية فى مقارنة هذا الفيلم بأفلام اخرى عندما وقفت عند شباك التذاكر وتوقعت أن هذا الفيلم سيكون أفضل من الفيلم السابق على جثتى للنجم أحمد حلمى عندما شاهدت الفيلم حتى النهاية عرفت جيدا أن فكرة الفيلم ليس مأخوذة من قصة فيلم أجنبى واحد بل انهما فيلمان اثنان الأول هو ted من حيث فكرة الدب المتكلم والثانى هو فيلم Liar Liar لجيم كارى حيث تمنت الشقيقة الصغرى أمنية فى عيد ميلادها وقد تحققت وفى نهاية الفيلم تمنت امينة اخرى فى عيد ميلادها الثانى ,0,,
"كلمة السر: رائعة أدبيه إخراجية تمثيلية إنتاجية موسيقية! بكل ببساطة كيفية صناعة فيلم ممتاز: قصة جيدة مكتوبة بشكل جيد و غير مكررة, مخرج طموح و يريد تقديم جديد و تشعر بلمحته و سيطرته علي الديكور و الإضائة و الممثلين, ممثليين درسوا الشخصية جيداً و شعروا بها و أرادوا تقديمها ليس مجرد للتواجد علي الساحة , إنتاج سخي يكفي إحتيجيات الفيلم و أخيراً موسيقي تتواكب و تدخلك داخل الأحداث. هذا ببساطة ما فعله صناع فيلم الفيل الأزرق الذي أعتبره أفضل فيلم مصري في التاريخ مشاركة",1,"فيلم،قصة،إنتاج","1,1,1"
"نقطة بيضاء في تاريخ السينما المصرية. لقد عــانت السينما المصرية في السنوات الاخيرة من تدني الاعمال السينمائية من اخراج و تأليف وأنتاج الأ أن هذا الفيلم قد رجع بنا لزمن عشقناه , زمن ( يوسف شاهين ) واعماله الرائعة وبالطبع الكاتب الكبير ( نجيب محفوظ ) ومؤلفاتة المذهلة , فهذا الفيلم يعتبر متكامل الجوانب الفنية : أخراجا : مروان حامد , المخرج الطموح, الذي لا يقل عن المخرجيـن العالميين تأليفا : الكاتب الرائع أحمد مراد الذي يعطينا حباية الفيل الازرق في كل رواياته التمثيل : الممثل المبدع خالد الصاوي , الذي اعتبره من أحسن الممثليين العرب الذي يتقمص دورة بحرفية رائعة , كذلك كريم عبد العزيز الذي أزهلنا في هذا الدور فأستطاع هو كذلك قراءة الشخصية جيدا و الالمام بابعاده , وبالطبع بقية اسرة العمل المذهلين , نيللي كريم ومحمد ممدوع , دارين حداد و شرين رضا جميعهم كانوا علي قدر المسؤلية ولن أنسي الموسيقة التصويرية الفريدة من نوعه و كذلك الديكور الرائع و اعمال الجرافيكس التي لأول مرة في مصر تقدم بهذة التقنية الرائعة فهذا الفيلم حقا من أفضل الافلام في تاريخ السينما المصرية .",1,"الكاتب،اعمال،مؤلفات،أحمد مراد،خالد الصاوي،الموسيقة،الديكور","1,1,1,1,1,1,1"
الفيل الازرق ... عنوان الاختلاف فى السينما المصرية الحقيقة كنت متردد كتير جدا قبل ما اكتب التقرير دة ولكن حبى فى النقد الفنى هو اللى شجعنى خصوصا انه فيلم يستاهل ومبشر جدا بوصول السينما المصرية لاعلى مستوياتها وممكن لو قدمنا افلام زى دى ممكن ننافس بوليوود وهوليوود القصة :- بعد 5 سنوات من العزلة والادمان للمخدرات,1,فيلم,1
اخراج سئ وتمثيل مبالغ فيه من أسوأ الافلام الي شفتهم في حياتي .. قصة مأخوذة من فيلم امريكي وموسيقى من مسلسل تركي (ايزيل) تمثيل أوفر زيادة وسيء مع انهم ممثلين محترفين !! انا بقول انو الحمدلله ما دخلت الفيلم بالسينما وحضرتو على اللابتوب وبتندم اني حضرتو في البيت :/ ... مع انه فيه ممثلين كبار مثل ياسمين عبدالعزيز وحسن الرداد و .. الخ . وبعدين أسوأ اخراج شفتو .. من الاخطاء الكثيرة في الفيلم :- في مقطع اخر الفيلم لما سيف يروح يأنقذ بيري بتيجي فيه رصاصة بالصدر بعدين الدم بكون في نص البطن المقطع الي بعديه بختفي الدم !!! ( اي مخرج بعمل هيك !! ) والمشهد الي بعديه برجع الدم !! بس مش في النص على اليسار شوي !!! ومقاطع الضرب كلها سيئة حتى افلام عادل امام القديمة الضرب فيها احسن من هذا الفيلم .. كمان ولا ممثل لابق لشخصيته يعني مش كدا اشكال الظباط ابدا الواحد مش عارف يمسك سلاح !! في النهاية انا اعطيتو تقييم 20 % أتمنى ما تستمر الأفلام المصرية بهذا السووء . وطبعا هذا النقد والرأي يخص صاحبه :),-1,"اخراج،تمثيل،ممثلين،مقاطع الضرب","-1,-1,1,-1"
"لماذا لا يأخذ العلامة الكاملة ؟ في الحقيقة كنت انتظر هذا الفيلم بفارغ الصبر ليس بسبب قصته ولكن السبب الحقيقي يكمن في شايلين وودلي او هازيل , هذة الفتاة التي من مجرد مشاهدتك لأعلان الفيلم تجعلك تنتظر نزوله في السينمات ليس بسبب جمالها فقط ولكن ادائها التمثيلي الرائع في اكثر من فيلم سابق والاروع من ذلك قيامها بدور مريضة بسرطان الرئة بطريقة جعلت الكثير يتعاطف مع حالتها . اما قصة الحب والتي كانت مع الفنان الشاب أنسيل يلجورت او أوجستس والذي كان اخاً لها في فيلمها السابق Divergent ولأنني لا اريد ان احرق قصة الفيلم ولكن كنت اريد هذا الفيلم ان يحصد علي العلامة الكاملة برغم من انه لا اتذكر وجود فيلم فعلها ولكن قوة الاداء والفكرة والاخراج وكل شئ في هذا الفيلم يجعلك تقتنع بذلك . وكالعادة لا يوجد فيلم ( كامل من مجميعه ) وسأطرح سؤال علي كل من شاهد هذا الفيلم هل احسست بالقليل من الملل في منتصف الفيلم ام يمكن يكون انا الشخص الوحيد الذي احس بذلك ؟؟؟ وواعتقد هذا سبب لأعطائي تقييم 8\10 .",1,"اداء،العلامة","1,1"
"أداء خرافي من العبقري راسل كرو !! لا أستطيع القول أن أداء راسل كرو في هذا الفيلم هو الأفضل في التاريخ و لكنه من بين الأفضل بكل تأكيد،،راسل كرو حمل الفيلم على كتفيه بهذا الأداء التاريخي لشخصية جون ناش،،العالم الرياضي الذي يعاني من انفصام في الشخصية،،نعم أعترف أن أداء راسل كرو كان السبب الرئيسي الذي جعل الفيلم يدخل لقائمة أفضل 10 أفلام شاهدتها في حياتي بغض النظر عن روعة الفيلم و إبداع المخرج و جمالية السيناريو،،الفيلم مبني على سياق درامي ممتاز و قصة محبوكة مع بروز عامل المفاجأة.. و ما أدهشني الحقيقية هو عدم حصول راسل كرو على الأوسكار في هذا الدور،،و يستحق جائزتي اوسكار وليست واحدة على هذا التقمص بغض النظر عن منافسيه في تلك السنة،،عموما الفيلم رائع و مميز و تحفة سينمائية بكل المقاييس.. أمنح للفيلم 8/10 احتراما لعمل المخرج الذي وفق بشكل كبير في اختيار الكاست و خاصة الرائع راسل كرو الذي أعتبره أحد رموز السينما العالمية الحديثة.",1,"أداء،راسل كرو،الفيلم،المخرج،السيناريو،قصة","1,1,1,1,1,1"
" وابتعد عن استخدام الخدع السينمائية أو المؤثرات البصرية بشكل كبير ليزيد درجة الإبهار والإثارة أهم ما ميز الفيلم في رأي إنه قدم لعشاق السيارات مجموعة مختلفة من ماركاتها وتعمد المخرج على الإشارة لها في العديد من المشاهد فكان منها سيارات المعروفة باسم ( فورد موستانج) وسيارات (فيرون سوبر)،(ماكلارين) وغيرها من السيارات المشهورة لهذه الرياضة والسيارات الكلاسيكية القديمة لامتاع المشاهد أما بالنسبة للأداء التمثيلي فاعتقد أن بطلي العمل أون بول ودمينيك كوبر استطاع أن يقدما دورهما بشكل مميز وحرفي،وظهرت موهبتهما خلف عجلة القيادة حيث تعبيرات الغضب والمنافسة والانتقام التي لازمتهما طوال الأحداث وحققت المعنى الحقيقي المراد من الفيلم.",1,شكل,1
" وكان من أكثر المشاهد التي أداها بشكل عالي مشهد المطاردة في باريس الذي استطاع فيه العميل إيثان أن يتصدى لمجموعة من الإرهابيين الخطرين،بالإضافة لمجموعة من المشاهد التي نفذت بشكل فائق،والحرفية،ولكن النصيب الأكبر كان للممثلة الشابة (هيلى شتاينفيلد) بطلة فيلم (True Grit) الذي رشحت عنه لجائزة الاوسكار عام 2010 الفيلم جيد ويستحق أن يشاهد ولو بوسط الإسبوع،لما فيه من مشاعر إنسانية مخلوطة ببعض المغامرة الشيقة،بالإضافة لحضور ممثل مثل كيفين كوستنر.",1,"شكل،المغامرة","1,1"
" كان الفيلم سيختلف تماماً عن الرواية.. ولكن هُناك بعض الإختلافات بالطبع بسبب الحبكة الدرامية.. ولكن ما أحزننى هو تغيير النهاية.. ومن وجهة نظرى أنه رأى أن نهاية الرواية لم يُحبذها البعض فغيرها كى تكون الأسوء.. والنهاية للأسف أثرت جداً على الفيلم بأكمله.. وأخيراً""الإخراج"": ""مروان حامد"": بعد (لي لي) و (عمارة يعقوبيان) يخرج لنا المُخرج العالمى بتُحفة فنية (الفيل الأزرق)،وكأنك ترى فيلم أمريكياً من صُنع هوليود.. إختياره كان صعب لرواية من الصعب جداً أن تكون فيلماً سينمائياً وبإمكانيات مصرية ضعيفة – كُنت أقول ذلك قبل مشاهدة الفيلم – وبعد أن رأيته وجدت أن الفيلم مُكتمل.. إخراج رائع جداً.. وتمثيل جميل جداً من كُل طاقم التمثيل - إلا ""نيللى كريم"" – وسيناريو ممُيز لرواية بفكرة مُبتكرة.. ثلاث ساعات من المُتعة.. ثلاث ساعات من الإثارة.. ثلاث ساعات من العالمية.. لن تندم على الإطلاق إذا شاهدته..",1,"المخرج،إمكانيات،الفيلم،إخراج،تمثيل،سيناريو","1,-1,1,1,1,1"
".الفائز بالاوسكار يقدم ابدع حقيقى فى هذا الفيلم دقة المؤثرات البصريه وتطورها الهائل فى الفيلم جعلت الفيلم اسطورة بمعنى الكلمه فقد تم استخدام احدث واكثر التقنيت تطوراً فى الفيلم هنا نرى الابداع الحقيقى لمهندسوا الجرافيك والمحررين فقد قدموا ابهر حقيقى لكيان حقيقى فى نهاية المراجعه فقد كنت بصراحه اصرخ امام الفيلم عندما شاهدته قائلأ ""ما هذه الروعه ..كيف يمكن صنع شئ كهذا ..انه شئ مستحيل ..اداء راسل كرو يجسد فى حد ذاته معجزة الفيلم""",1,"تطور،المؤثرات البصرية","1,1"
 قد يعود بك هذا الفيلم الى مجد جونى ديب بعدما اخفق فى شباك التذاكر بحسب الاحصائيات وكلام النقاد واستفتاءات الجمهور فقد قدم جونى ديب عملين فاشلين وهما الظلال الداكنه والحارس الوحيد .. لكنه يعود الى مجده فى ذلك الفيلم سترى الغموض والشخصية غريبة الاطوار المعقده التى ترشح عنها فى النافذه السريه لجائزة الاوسكار ..بل وسيعود بك الى ابراز المشاعر الذى تميز به فى فيلم العثور على نيفرلاند .,1,عملين,-1
" فقصة الفيلم بتدور حول فتاة بتحاول تبرئة ساحة شقيقها من تهمة قتل والدهما ومحاولة إثبات أن إحدي المرايات كانت سببا في ذلك وأن ورائها قوة شيطانية غير طبيعية،طبعا القصة مستهلكة تلاتين اربعين مرة في أفلام أجنبي كتيرة،خاصة فكرة المرايا دي بالإضافة إلى أن فكرة استخدام الفلاش باك في كثير من المشاهد ادى إلى عدم فهم خطوط الفيلم ومين قتل مين ومين عمل ايه في فمين يمكن كانت الموسيقى التصويرية مناسبة جدا واعتقد أنها حسنة أدت إلى تقيمي 5/10 لاعتماد مؤالفها ع السرعة",-1,"القصة،الموسيقي التصويرية","-1,1"
حلمى ما بين الدب باندا والقرد ميسى نجح احمد حلمى مع مسلسل ميسى وتجسيد صوتى للقرد ولاقى استحسان الكثير من الجمهور ولكنه فشل فى فيلمه (صنع فى مصر) بتجسيده لدمية دب باندا حيث تصيبه لعنة حينما تتمنى اخته الصغيرة (نور عثمان) ان يتحول اخيها الى دمية وان يصبح الدبدوب اخيها وبطريقه تفتقد الى اى حبكة درامية يتم التحول ويحاول علاء (احمد حلمى) ان يعود الى شخصيته الادمية التى كانت شخصيه فاشلة وكسولة وينجح فى النهايه ولكن بعد ان تتغير شخصيته ,-1,شخصيه,-1
"عن كل التراجيديات متمحورةٌ حول الوضع الچندريّ للبطلات المأسوف على مصائرهنّ،ليظل (سجن النسا) هو العالم والمجتمع بعامته،من خلال ما يفرضانه من قيود على چندر الأنثى .. ما يلفت النظر هو تألق عامة ممثلي المسلسل،مما يعكس نضجًا في الوعي المجتمعي لدى الوجوه الجديدة،وأخص بالذكر (نسرين أمين) و (أحمد داود) .. فضلاً عن المتمرسين كنيللي كريم وسلوى خطاب وغيرهما.",1,"البطلات،الوجوه","-1,1"
"البداية الحقيقة لإعادة السينما المصرية البدايه الحقيقيه لإعادة السينما المصرية .. لاشئ يقال في وصف هذا الفيلم الرائع.. هل أتكلم عن التمثيل و الاداء الرائع لجميع الممثلين بلا استثناء،و الظهور المتميز لكريم عبد العزيز الذي أضاف للشخصية نكهة رائع مزيج بين كتابه أحمد مراد و لمسة مروان حامد و أداء كريم عبد العزيز،و أيضا الظهور المتميز للفنان الرائع المبدع و الكبير خالد الصاوي الذي جسد شخصية شريف بأداء أكثر من رائع و أعتقد أنه جسدها بطريقته و كانت أفضل من الرواية.",1,"الفيلم،الاداء،الظهور،الفنان","1,1,1,1"
ملحمة لن تتكرر انها بالفعل ملحمة تاريخية لرجل لن يجود الزمان بمثله مرة اخرى ارسى قواعد العدل بين اهله فاحبوه وجسد هذه الشخصية فنان قدير مبدع (يحيى الفخرانى) فصنع لوحة شديدة الاتقان لتلك الفترة الزمنية المبهمة فى تاريخنا التى لم نرى منها سوى شجاعة (على بك الكبير) الذى وقف امام الدولة العثمانية ليستقل بحكم مصر فيظهر الوجة الاخر للعملة لذلك الرجل الذى برع فى تجسيده (عزت ابو عوف) ,1,"فنان،لوحة","1,1"
فيلم لكل عشاق السينما الحقيقيه عندما تشاهد فبلم الفيل الازرق ستدرك انك امام وا,1,,
و انا برضو نسيت موضوع الخطف. و انا بصراحة كنت عايز اشوف فيلم الحرب العالمية التالتة او صنع فى مصر بس التذاكر خلصت من صنع فى مصر و اما بالنسبة للحرب العالمية التالتة ماكنش فى الا الصف الامامى و بس فطبعا انا ملتش اودامى الا جوازة ميرى فدخلته و كان كويس بس عشان الفيلم كان بيضحك عشان المصريين عاما بيعرفوا يضحكوا اللى حواليهم فما بالك بمثلين كوميديين.بصراحة فى مشاهد عجبتنى اوى زى مشهد مسابقة الرقص و مشهد الفرح و مشهد السوبر ماركت و غيره و غيره. التقييم..النجاح النهائى بنسبة65 فى المئة الاقتباس.. بنسبة 90 فى المئة النهاية..75فى المئة بصراحة النقد يعبر عن راى قارئه فقط,0,,
"خطوة نحو تطور السينيما المصرية يفضل إنك تدخل الفيلم ده سينما عشان تعيش أجوائه على أعلى مستوى. من أول الفيلم هتعيش أجواء الغموض و الحيرة و دماغك هتفضل دايرة يمين و شمال عشان تحاول تستوعب اللى بيحصل من أحداث, الفيلم ستايله غربى مش زى الأفلام المصرية العادية بس برضه مش هتحس بغرابة أو بنشاز لأنك هتندمج جدا مع شخصيات الفيلم أولهم شخصية كريم عبد العزيز ""يحيى"" إللى أبدع فى دوره و خلاك تحس بمعاناته , و شخصية خالد الصاوى ""شريف"" الى عملها كويس و مأفورش زى ما عمل فى افلام قبل كده. ",1,الأفلام المصرية,0
فلم لن ..يكرره التاريخ كلما أعدت مشاهدة الفلم الرائع  فارس الظلام يخطر فى بالى تسائل هام.. هل هناك ما هو أفضل ؟ ...........أعجز عن التصديق.,1,الفلم,1
قصة غاية فى الروعة ... بداية العالمية للسنيما المصرية الفيلم تصويرة رائع جدا ..الأحداث مأخوذة من القصة المشهورة للكاتب أحمد مراد .. الأختلافات عن القصة لمن قرأ القصة ,1,"قصة،الفيلم،القصة","1,1,1"
"في ""المعدية""... ما هو حاصل جمع فارس + أحلام؟ في العادة،لا يكون اللجوء للأساليب الكلاسيكية في الفن أمرًا خاطئًا على الإطلاق،بل على العكس،قد يكون بالأحرى مفيدًا إذا توافرت من وراءه رؤية فنية متكاملة تبرر هذا اللجوء،والأهم،أن تكون هذه الرؤية متسقة مع السياق العام للحكاية ولا تتناقض معها،ولكن السؤال: كيف ستكون النتيجة عندما يتوجه صانع الفيلم بكيانه نحو الحاضر،بينما يكون عقله في نفس اللحظة منحصرًا في الماضي،",-1,أمرا,-1
.......ورغم أنه ليس أقوى افلام العام فهناك ماهو أفضل منه ولكنك ستسمتع بمشاهدته وبكل مفراقاته الدرامية والكمودية وبكل كلاسيكياته النادرة وأغانيه الفريدة وسيوثر فيك للغاية فهو فلم يستحق المشاهدة وقد لاقى اعجاب من الجماهير والنقاد وستحدد ذلك بنفسك عند مشاهدته واراهنك أنك ستعيده ثانية,1,أغاني,1
سمير و شهير و بهير السرقة الحلال سمير و شهير و بهير السرقة الحلال ربما ينسى الكثيرون اسماء الثلاثى احمد فهمى و هشام ماجد و شيكو و يتذكرونهم بسمير و شهير و بهير فهو الفيلم الاهم و الاشهر فى مشوارهم السينمائى القصير .. بدأ الثلاثى مع مجموعة من اصدقائهم المحبين للسينما فى صناعة افلام منزليه بإمكانات ضعيفة للغايه و لكن بسبب اختلاف المحتوى الذى يقدمونهم نجحت تلك الافلام ,1,"الفيلم،إمكانات","1,-1"
خان يصنع الألم بدون مهندس ديكور الملفت للنظر فى الفيلم ان خان لم يجلب الى طاقمه مهندس ديكور ولا حتي منسق مناظر فقد اعتمد على الاماكن الطبيعية التي صوّر فيها فيلمه الحريف بعيدا عن زخرف الديكورات والاستديوهات المغلقة. ,1,مهندس الديكور,1
"خريف آدم .... و الربابة الباكية . قصة الفيلم عبرت عن الحب والموت،الخوف والتردد،السحر والوضوح،العجز والاقتحام،التأثر من الهزيمة والانكسار في عالم اختلطت فيه المفاهيم. إنها بعض المفردات العاجزة عن التعبير في مواجهة فيلم «القيوبي»،«خريف آدم»،تلك المرثية التي تقطر شجنا وشاعرية عن الوطن والاحلام الصغيرة والاحباطات المتتالية،إنه فيلم العجز العربي المرعب مختزلا قي مجموعة من الحكايات الصغيرة التي تتخذ عالم الصعيد ارضية خصبة للحديث باستفاضة",1,الربابة,-1
"،السفر إلى لوس أنجليس والانضمام إليه في مكتبه. صحيح أن استخدام مستشارين محترفين يُعتبر أمراً شائعاً في هوليوود،إلا أنهم قلّما يكونون خبراء إلى هذا الحد (يدرس كارمينا علم الأعصاب ومهاربيز متخصص في التقنية النانوية) أو يشاركون المخرجين في تحديد أدق تفاصيل الفيلم معربين عن حماسة باحث في مختبر على وشك أن يتوصل إلى اكتشاف بالغ الأهمية. فناقشوا كثافة إشارات الدماغ،حدود التقنية النانوية،ومشكلة تحديد الوعي علمياً المعقدة. يذكر مهاربيز،الذي تحمل مقالاته في المجلات عناوين مثل {هل يمكننا بناء أنظمة اصطناعية متعددة الخلايا بالتحكم في الإشارات التنموية في المساحة والوقت}؟",1,"مستشارين،اكتشاف","1,1"
ساندلر و باريمور للمرة الثالثة ... درو باريمور و ادم ساندلر لهم سحرهم الخاص عندما يجتمعون فى بطولة فيلم .. هذا هو التعاون الثالث لهم بعد اللذى لقى نجاحا كبيرآ و .. و بالفعل نجح المخرفى اخراج فيلم خفيف و مسلى مثلما اخرج  لنفس البطلين . القصة تدور حول فشل موعد غرامى مدبر بين اب و ام عازبين و يقروون بعدها عدم اللقاء مرة اخرى و لكن يجدان انفسهم مشتركين فى رحلة لافريقيا و يحاولان التأقلم على هذه الصدفة الغريبة و حتى يستمتع اولادهما بالرحلة,1,"نجاح،فيلم","1,1"
فيلم رائع بكل المقاييس اخيرا عادت السينما النظيفه بعد 3 سنين تقريبا و انتعشت بشكل كبير بهذا الفيلم الرائع و المبهر لو كنت واحد من اللي قراءو القصه فلا تتوقع نفس النهايه ولكن اوعدك انك حتستمتع جدا ويجب ان لاتقارن بين الفيلم و القصه لان اكيد القصه حتكون افضل وحتظلم الفيلم ولكن من لم يقرأ القصه فعلا حيتفاجأ بفيلم جديد على السينما تماما كريم عبدالعزيز ابهرني بأداءه الفني و تطوره و من رأي ان يحافظ على ذلك المستوى لانه بيتطور من فيلم واحد من الناس لولاد العم و دلوقتي الفيل الازرق وخالد الصاوي لا غبار عليه فكان اكتر من رائع ودي حاجه ليست بجديده عليه لكن كان احساسي ان كل الممثلين ابدعو في ادوارهم حتى نيللي كريم دورها ليس بكبير كالقصه ,1,"فيلم،أداء","1,1"
"فيلم الفيل الأزرق: ٥ أختلافات بين الرواية و الفيلم رواية الفيل الأزرق لأحمد مراد هي أكثر الكتب قراءة بين المصريين منذ رواية عمارة يعقوبيان. قام المخرج مروان حامد بتحويلها إلي عمل هوليويدي رائع محققا متعة للمشاهد علي مدار ثلاثة ساعات من الأثارة و الشغف و الخوف في بعد الأحيان،الفيلم جيد جدا كعمل فني و أستمتعت به شخصيا. ميزانية الفيلم تجاوزت ٣،٥ مليون دولار و أنعكست هذه الميزانية علي كافة عناصر الفيلم من تصوير",1,عمل,1
"العوامة رقم 70.. كيف تنظر فى عيني امرأة انت تعرف أنك لا تستطيع حمايتها العوامة رقم 70.. كيف تنظر فى عيني امرأة انت تعرف أنك لا تستطيع حمايتها على مدار سنوات ومع بداية اهتمامي بالسينما قليلة هي الأفلام اللى قدرت تخلي عقلي يدور زى ماتور عربية على الرابع و اللى سايق شادد الهاند بريك،فيلم العوامة رقم 70 قصة وإخراج خيري بشارة وسيناريو وحوار فايز غالي واحد من الأفلام دي،الفيلم المحمل بكمية صدق غير طبيعية الفيلم اللى بيدور في زمن رقم 5 وزى ما قالت وداد "" تيسير فهمي """,1,,
اوسكار افضل فيلم اجنبي ! من ساعة فيلم عسل اسود و مشفتش فيلم عربي ممكن تديله تقييم اكتر من 8 من عشرة او انك تحس ان الفيلم ده ممكن ينافس على جوايز دولية او حتي نفخر بيه قدام العالم لحد ما شفت.. الفيل الازرق من اول مشهد لكريم عبد العزيز فالفيلم و انت بتحس ان الفيلم شدك خلاص بتحس باضطراب شخصية الدكتور يحيي الخمورجي الطائش فكل لمحة من لمحاته اداء اقل ما يوصف انه الافضل لكريم عبد العزيز و فاق ادائه فواحد من الناس,1,الدكتور يحيي,-1
فيلم رعب حقيقي ليس فيلم دموي وليس أحد الأفلام التي يظهر بها القاتل كل بضعة دقائق ليفاجئ الأبطال لكنه فيلم رعب حقيقي حيث الخوف من المجهول وحيث لا تعلم ما هو حقيقي وماهو ليس بحقيقي . الأخت (كايلي) والأخ (تيم) والمرآة (كايلي) تريد أن تثبت أن والدها ليس بقاتل وأن المرآة هي سبب قتله لوالدتهما (تيم) خرج حديثا من المصحة العقلية بعد أن أقتنع أن والده قاتل وأن ما ظنه من قبل عن المرآة كان خيالات المرآة مسكونة ,1,فيلم,0
 اقول ان الفيلم ده ممتع جدا و محستش بأي ملل طول الفيلم يمكن ضحكت قليل عن افلامهم السابقه بس ده ميمنعش انه فيلم تقدر تفتخر بيه واكيد كل الناس حتحس ان احمد فهمي بطل الفيلم و ده بيدل على ان الشباب دول مبيفرقش معاهم مين ياخد دور اكبر او احسن المهم يوصله الفيلم للجمهور بشكل غير متوقع وفانتازي وتخيلي انا مقدرش اقولك انك حتتضحك كتير بس على الاقل حتطلع مبسوط من التجربه,1,"الفيلم،شكل","1,1"
"داوود عبدالسيد.. ""أرض الخوف"" حينما أُكلت التفاحة داوود عبدالسيد.. الجزء الأول "" حينما أُكلت التفاحة "" أرض الخوف عمرو شاهين داوود عبدالسيد واحد من اندر من أنجبتهم السينما العربية من مخرجين،وواحد من اهم السيناريستات كمان،يمكن ابتدي يحقق شهرة من خلال فيلم الكيت الكات اللى بيعتبر أيقونة فى تاريخ السينما العربية،لكن قبل الكيت كات كان له تجربة مهمة جدا ها نتكلم عنها مرة تانية وهي فيلم "" البحث عن سيد مرزوق"" .",1," عمرو شاهين داوود عبدالسيد،تجربة","1,1"
"كتابة احمد مراد السيناريو غلطة كبيرة من حيث التنفبذ (تمثيل تصوير اخراج) كان جميل لكن كان محتاج سيناريست محتاج سيناربو احمد مراد مكلفش نفسه انه بعرف ان كتابة سيناريو و صناعة فيلم فن مختلف و محتاج دراسته بعيدا عن فن كتابة الرواية مفيش فيلم فالدنيا فيه عدم تفاوت فى اهمية الاحداث بالشكل ده و عدم خلق وقت كافى لبناء الاحداث و تهييء لها العوامل الفيلم مفهوش سير درامى تحس ان اللقطات ممكن تغير ترتيبها و ما نحسش بفرق مفيش تغطية لجوانب و ابعاد الشخصيات بحيث انك تعيش اللى هما عايشينه و تقرب منهم, مفيش شمولية او تغطية اى حوانب فرعية مهمة , انما كتنفبذ ممتاااااااااز",1,تنفيذ,1
"لهذا خلق الله رأفت الميهي (1) علشان ربنا يحبك لهذا خلق الله رأفت الميهي (1) علشان ربنا يحبك.. حينما يقدم الميهي فيلم بدون إسقاطات أو تعقيد وما يتفهمش برضوا في الأول كدة رأفت الميهي واحد من أهم وأفضل كتاب السيناريو في الناطقين بالعربية،مشكلته مع الجمهور هو ميله الدائم للصبغة الفانتازية في أفلامه،ده غير طبعا طبيعته النقدية للمجتمع اللى بتتجاوز مرحلة النقد اللاذع وتدخل فى مرحلة النقد سليط اللسان،الميهي صاحب الـ 25 فيلم كمؤلف وصاحب 12 فيلم كمخرج وهي أفلام لايمكن إسقاطها من ذاكر السينما على سبيل المثال في مجال السيناريو ""غروب وشروق،على من نطلق الرصاص،شئ في صدري،وغيرها"" وفي الإخراج فماتعدش تقريبا 12 فيلم من إخراج الميهي وتأليفه لايمكن إغفالهم أو إسقاطهم بأى حال من الأحوال،والملفت للنظر إن الميهي دايما بيراهن على فكرته هو",0,رأفت الميهي,1
تحفة سينمائية متكاملة الفيلم تحفة سينمائية متكاملة حيث انه جمع بين الابهار والتقنية العالية في التصوير والخدع السينمائية التي ظهرت في العناكب القاتلة والرجل المتحول ومستحضر الارواح اما القصة فهي رائعة جدا وتدعو الى التمسك بالحق وعدم التفريط به مهما كانت الاخطار وأنه لاحياة مع المستحيل ولامستحيل مع الحياة حيث ان الامير ثورين وريث دورين مازال متمسكا بحقه بايريبور مملكة الاقزام السابعة رغم الخطر الذي يتهدد بهم لو استيقظ التنين سموج واما عن الهوبيت بيبلو باغينز فيعطينا درسا مهما هو ان الانسان ليس بمظهره وانما بافعاله فالسيد باغينز بالرغم من انه ضئيل الحجم الا انه ذكي واستطاع التغلب على خوفه واوفى بوعده لثورين واستكمل الرحلة مع الاقزام الى النهاية بالرغم من كل الاخطار التي تهددته من اورغ ومن الرجل المتحول ومن التنين سموج نفسه نافث اللهب خلاصة القول الفيلم يدعو الى التمسك بالوطن وعدم التفريط به والفيلم رائع جدا ويستحق المشاهدة سناريو رائع اداء ممتاز الفيلم تخرج منه بالفائدة وتستمتع به التقييم 10/10,1,"الفيلم،التقنية،سناريو،اداء","1,1,1,1"
