Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
جهاز ممتاز+ سماعة داخلية واضحة +صوت رائع +حجم الشاشة كبير,"جهاز،سماعة داخلية،صوت،حجم الشاشة",1,"1, 1, 1, 1"
جداً رائع خاصة بنظام التشغيل الخام بدون زيادات من قوقل,,,
السلعه سيئه ولا تصلح للاستخدام . البطاريه جدا ضعيفه .بشكل عام السلعه غيرجيده .استخدمت الموبايل لفتره قصيره لصعوبة استخدامه ك موبايلي عادي ولا توجد به اي مميزات واللون الذهبي عالاطراف غير مكتمل يشبه الموبايلات المقلده واعتقد انه تقليد مب اصلي,"السلعه،البطاريه،اللون",-1,"-1, -1, -1"
انصح الكل بشرائه,,1,
ان شاء الله مش اخر مره اشترى من سوق كوم صديق ليا شكروه في سوووق كوم كتيير وكلامو طلع فى محلو اتمنى لكم التوفيق,,1,
"سلعة ليست بالمواصفات المطلوبة ،هنالك عيب خطير وهو أن الجهاز يسخن كثيرا ،ويعلّق ويعيد تشغيل نفسه !!!",,-1,
سلعه جيده نوعا ما ولكن الافضل منها m2 aqua ضد الماء والغبار,سلعه,1,0
من الاخر ممتاز وانا احببتة,,1,
بطيء يتعلق كثيرًا,,-1,
الجهاز غير صالح للاستخدام وخاصة لو قررت انك تستخدمو مكان جهاز افضل منو,"الجهاز،جهاز",-1,"-1, 1"
حسب استخدامك انت فالجهاز مميز وذو اناقه بالغه مما يجعلة من الانواع المميزة,"الجهاز،الانواع",0,"1, 1"
يتميذ التلفون بانة يجمع كل المميزات الواجب توافرها فى اى تلفون مع خفة الوزن وضغر الحجم والشكل الجميل وهذا كلة فى طول 8سم وعرض 3سم,"التلفون،الوزن،الحجم،الشكل",1,"1, 1, 1, 1"
تعامل راقي من الاخ عمرو,تعامل,1,1
جهـاز رائع حجم ومواصفات وجميع مايرغغبه مستخدمي الجوالات الحديثة فيه جميع المواصفات التي تجعل منه جهاز كويس,جهاز,1,1
الجهاز بالنسبه لسعره فهو رائع,الجهاز,0,1
لايوجد تقييم للمنتج,,-1,
فى بعض البروشورات وجت الرام 1 جيجا وفى أخرى وجدتها 2 جيجا غريب الموضوع ده فعلاً,,1,
جهاز خارق,جهاز,1,1
السلعة جيدة و رخيصة و ذات مواصفات جيدة. و أحببت أن اشتري من سوق دوت كوم لكي لا أنزل للسوق بسبب الزحام و غيره.,"السلعة،مواصفات",1,"1, 1"
الشاحن خربان والبطاريه تفضى بسرعه للاسف,"الشاحن،البطارية",0,"-1, -1"
التليفون اكثر من رائع وتم استلامه بعد يومين من عمل الاورد مغلف وبضمان الوكيل  شكرا لـ سوق وشكراً لـ,التليفون,1,1
عملي وجميل والسعر مناسب بالنسبة لامكاناته الكبيرة.     واسم 'سامسونج من ضمان مميز وهو من الجيل الرابع وهذا شي مميز,"السعر،امكانات،ضمان",1,"1, 1, 1"
رهيب بمعنى الكلمة,,1,
منتج رائع وأنصح بشراؤه,منتج,1,1
جدا راائعه,,1,
سلعه ممتازه وعمليه وخفيفه وجمعت ساعه اليد وهاتف,سلعه,1,1
شكرا للبائع,,1,
أرجو تعديل عنوان المنتج من أجل المصداقية التي تعودنا منكم,,1,
افضل جوال سامسونج هيكل قوي ونظام مبدع جميل الشكل مضاد للأتربة والماء شكله مميز عن باقي جوالات سامسونج المتميزة بالنعومة," هيكل،نظام،شكل،جوالات سامسونج",1,"1, 1, 1, 1"
جيد و التوصيل جيد,التوصيل,1,1
سيئ جدا جدا جدا كتقييم عام و تفصيلا .. الكاميرا لا تصل ابدا ل 13 ميجا بيكسل و رديئه فى الاماكن المغلقه و لا تصل ل 1 ميجا من الاساس و الوانها غير طبيعية و جودة الصورة عموما سيئه الذاكرة الداخلية ليست 4 جيجا بايت و انما 1.6 جيجا بايت الهاتف يسخن جدا عند تشغيل الانترنت مع 3G network و يفصل الشريحة التى تشغل الانترنت فيكون بلا قيمة من الاساس الشبكة ال 3G موجودة على الشريحة الاولى فقط لا يمكن تحديث النظام الى اصدارات احدث من نظام الاندرويد ال GPS غير دقيق بالمره فهناك فرق فى االمكان الذى يظهرك فيه بحوالى 400 او 600 متر دائما ولا يصدف ان يظهرك فى مكانك و لو مره واحده,"تقييم،الكاميرا،الوان،جودة الصورة",-1,"-1, -1, -1, -1"
مشاء الله مواصفات عجيبه,مواصفات,1,1
جهاز متميز من هواوي بسعر منافس جدا,"جهاز،سعر",1,"1, 1"
مطابق تماما للمواصفات.,,1,
موبايل جامد اوى وبرستيش,موبايل,1,1
مثل الجالكسي اس 4 اللهم انه ضد الماء والغبار وجودة التصوير اقل منه وفيه اختلاف في الشكل ومتوفر بثلاث الوان يعني شوي يبي له مجازفة.,"جودة التصوير،الوان",0,"-1, -1"
سلعة جميلة جدا وبائع ممتاز وسعر ممتاز كذلك,"سلعة،بائع،سعر",1,"1, 1, 1"
جهاز رائع .. انيق .. حجم مناسب جدا ..و خفيف الوزن .. انصح به,"جهاز،حجم،الوزن",1,"1, 1, 1"
جهاز جميل وحجمه رائع ولكن مرفقاته وخاصة السماعه ليست لشركة لينوفو حيث رأيت فديو يوتيوب به المرفقات ولاحظت السماعه عليها اسم المنتج وتفاجأت ان السماعه اللتي جاءت مع المنتج سيئه ورديئة الصنع فاأرجو من الوكيل ملاحظة هذا الشيء وشكرا,"جهاز،حجم،السماعه اللتي جاءت مع المنتج",1,"1, 1, -1"
شكر الى موقع سوق على مصدقيته فى مواصفات التليفون والخدمه المميزه فى تسليم السلع,الخدمه,1,1
جيد نوعا ما,,0,
بصراحه اشتريته على بالي فيه واتس دام فيه تويتر وفيس بوك بس تفاجأت انه مافيه ولايدعمه هالجهاز,,-1,
نعم ينصح به,,1,
قمت بطلب هذا الجهاز وتبين انه لا يحتوي على لغة عربية,,,
"الكاميرا جميله ورائعه وانا اعطي الجهاز اربع نجوم بسبب النظام هو ينزل عليه اغلب برامج المحادثة مثل الواتس اب والاسكاي بي والاين وغيرها ,,,",الكاميرا,1,1
شلش مرة,,-1,
لو كان سعره اقل وفيه فلاش كنت قيمته اكار من كدا.... فشل واضح من سوني انها ماحطتش ليه فلاش...................,"سعر،قيمة",-1,"-1, -1"
عملى ومناسب,,-1,
"اشتريت السلعة على اساس أنها جديدة ،ولكني فوجئت بها مستعملة وفيها عطل في باور الكهرباء حيث إن الهاتف يخسر الكهرباء بسرعة رغم أني اشتريت بطارية جديدة أصلية","السلعة،بطارية",-1,"-1, 1"
هذا الجهاز من أكثر اﻻجهزه روعه فى جوالات سامسونج ألوانه ودقه شاشته ليس لها مثيل وبطاريته قويه جدا وله كاميرا عاليه الدقه,"بطارية،كاميرا",1,"1, 1"
ممتاز ومواصفاتها ممتازة والصوت جدا عالي وواضح,"مواصفات،الصوت",1,"1, 1"
سعر مبالغ فيه جداً جداً جداً,سعر,-1,-1
موبيل ممتاز وانصح بشراءه,موبيل,1,1
الحالة ممتازه التغليف اكثر من رائع مع السرعه في التوصيل,"الحالة،التغليف،التوصيل",1,"1, 1, 1"
مافيش ولا اروع ولا احلى من كده بصراحة,,1,
رائع سأنصح اصدقائى به,,1,
الموبايل امكانياتة جبارة وخفيف في شغلة وسريع جدا,امكانيات,1,1
جيدة وذات امكانيات كثيرة وتتناسب مع احتياجاتي ولون الجهاز رائع,"امكانيات،لون الجهاز",1,"1, 1"
جهاز ممتاز استفدت منه خصوصا لكبار السن  وكذلك صوته عالي مع إمكانية اختيار نوع التنبية ومسافة استقباله جيده,"جهاز،صوت،مسافة استقبال",1,"1, 1, 1"
غاركينيا كامبوغيا مستخلصات نباتية,,1,
ممتازه لسعرها و جودة الصوت يفوق السعر ملمس رائع وخفيفه جدا وصغيره جدا واكثر من رائعه ...............................................ز,"الصوت،ملمس",1,"1, 1"
جميل جداً وسعره يفوق الخيال و سهل الإستخدام وكيوت شكراً للبائع.,"سعر،الإستخدام",1,"1, 1"
انها جدا مميزه وجميلة,,1,
السلعة رائعه ولا يوجد بها عيوب,السلعة,1,1
رائع جدا للاستخدام وسهل استخدامه واشياء كثييره,استخدام,1,1
السلعة غالية وسيئة (اسوء سماعات اشتريتها),"السلعة،سماعات",-1,"-1, -1"
لمن يبحث عن أغلام كرتون مميزة لا يتردد,,1,
لا اكون صريحة السلعة بها الكثير من الاشياء السيئة,,-1,
أحببته من كل قلبي وأنصح به لجميع العاملين بالأعمال المكتبية وحتى الأعمال الفنية .. لان تقنيته عالية وموفر للوقت,تقنية,1,1
سعر الجهاز فى المرسلات (الرياض) كان 200-2100 و سعر الشراء من سوق.كوم كان 1799 ريال .. كم أنت عظيم يا سوق.كوم!,سوق.كوم,1,1
تجربه جديده في عالم ابل .. استخدام بسيط الوان مبهجه ..,"استخدام،الوان",1,"1, 1"
السعر مبالغ فيه كثيرا اسعار بلاك بيري في نزول مع العلم ان هذا الجهاز اول إصدارات النظام الجديد وكان يعاني من بعض المشاكل,السعر,-1,-1
جهاز مفيد,جهاز,1,1
السلعة ممتازة جدا وانا من فترة كنت اتمني ان املكها لكي تسهل عليه التعامل مع الجوال بكل سهولة في نقل الملفات المعلومات,السلعة,1,1
المنتج جيد جدا والشاشة عالية النقاء والقدرة العالية للبطارية,"المنتج،الشاشة،القدرة",1,"1, 1, 1"
السلعه ممتازه ولكن يجب كتابه بلد المنتج ( امركي -بريطاني)  توضيح ذلك عن طريق الاحرف الموجوه خرج العلبه,السلعه,1,1
جهاز اكثر من رائع وانا بستخدمة وبنصح بشراءة لانة فعلا رفيق الحية,جهاز,1,1
السلعة اكثر من ممتازة,السلعة,1,1
الجهاز سعته كبيرة,سعة الجهاز,1,1
فلاش ميموري مزدوج للاب توب والهواتف الذكية والتابلت 8 جيجابايت ممتازة وشكلها متميز وصغيرة الحجم وسهلة وبسيطة دون اي شك,"شكل،الحجم",1,"1, 1"
الشكل جميل وملفت للنظر,الشكل,0,1
استخدام وشكل وحجم السلعه مناسب جدا,"استخدام،شكل،حجم السلعه ",1,"1, 1, 1"
بائع جيد وسريع في الشحن. سعر السلعه جدا رائع . السلعه ممتازه واعجبتني صراحه,"بائع،سعر السلعه،السلعه",1,"1, 1, 1"
سلعة ممتازة بسعر جيد.. انصح بها,"سلعة،سعر",1,"1, 1"
ممري عملي ممتاز .. مفيد للجهزه الكمبيوتر و النقال,ممري,1,1
سعره مناسب جدا,سعر,1,1
قطع ممتازه لو صار اي شي بجوالك ممكن تستخدم الشريحه على اي جهاز,قطع,1,1
سلعة جيدة و سعرها مناسب و ملائمة تماما لمقاس الهاتف يعيبها فقط زر الغلق ليس بالمرونة الكافية كنت اتمنى ان يكون اكثر مرونة,"سلعة،سعر",1,"1, 1 "
جيده وانصح باستخدامها,,1,
رائعه,,1,
اكثر من راىع,,1,
سلعه سيئه والبائع اسلوبه سئ للغايه ولا انصح بها  ولا اعطيه نجمه واحده,"سلعه،اسلوب البائع",-1,"-1, -1"
جيد ولكن لايوجد بكرتونة المنت مغلف بكيس,,1,
ليس عملي,,-1,
هذا السلفي ستيك مافيه اي ازرار !!,,-1,
ممتازه جد وارخص بكثير من سعر الخارج,,1,
حيد حدآ,,1,
المنتج جيد وسعره مناسب جدا,"المنتج،سعر",1,"1, 1"
العصا اعجبتني جداً خصوصاً انك لاتحتاج الى ان تلمس الجوال لكي تاخذ الصورة,العصا,1,1
الاطارف الاماميه تعدم الاستكر,,1,
سماعه جيده وخفيفه الوزن وصوتها قوي بالنسبه لحجمها,"سماعه،الوزن،صوت",1,"1, 1, 1"
سلعه جميله جدا,سلعه,1,1
يا ليت تخفضوا أسعارها بحدود 150- 200 ريال .,,0,
تساعد على إبتكار أفكار جديدة من خلال التصوير للهواة,,1,
جهاز ممتاز خصوصاً ان الريموت مدمج وليس خارجي معرض للفقدان,جهاز,1,1
أشكر على القائمين على السوق لطرح مثل هذه المنتجات التي يحتاجها كل شخص,,0,
اخي العزيز شكرا لك على ارسالك الشحنه تم استلامها ولايوجد ابدا تأخير من قبلك,,1,
"الكفرد جداً حلو انصح أشراء المنتج,",الكفرد,1,1
بعد استخدام عدة اشهر  المحفظة لاتزال كالجديدة وخامتها ممتازة جدا,"المحفظة،خامة",1,"1, 1"
توصيل البائع كان ممتاز لاكن التأخير من ارامكس كالعادة السلعة كانت كما في الوصف وسعرها افضل سعر موجود ويعتبر رخيص جدا مخصص اكثر للجوالات وجيده نوعا ما على الكاميرات,"توصيل البائع،السلعة،سعر",-1,"1, 1, 1"
"انا جربت استكر ديكولك  المميز فيه انه سهل التركيب يعني مايحتاج خبرة ومع الخلفية الشاشة يصير الجوال مختلف تماما،يعني لو مليت من الجهاز اعطيه  استكر يصير شي ثاني،تصاميم حلوة يعني فيها افكار","استكر ديكولك،التركيب،الخلفية،تصاميم",1,"1, 1, 1, 1"
صناعه ممتازة جدا وجلد رائع,"صناعه،جلد",1,"1, 1"
"كفراصلي ورائع من شركة رهيبه , تم وصول القطعة بالوقت المحدد والتغليف ممتاز اشكركم","كفر،الوقت،التغليف",1,"1, 1, 1"
صناعه ممتازة جدا,صناعه,1,1
منتج جيد وسعر مناسب وتوافر هذا النوع من الكفرات لهواوي شيئ جيد,"منتج،سعر",1,"1, 1"
الجراب جميل شكلاً ومضموناً قوي وتصميمة أنيق ومصقول بحيث يغطي كافة مخارج الجهاز بشكل دقيق,"الجراب،تصميم،شكل",1,"1, 1, 1"
السلعه للاسف تلفت من اول استخدام لها - السبب انها مائعه جدا  ليست مستويه صلبه - اول عمليه سحب منها تتحول الي قطعه متداخله صعبه الفك والرجوع لوضعها الطبيعي,السلعه,-1,-1
اكثر من راىع وباذن الله سوف اشتري باستمرار من سبايجن لانه عجبني جدا جدا جدا,,1,
صناعه ممتازة,صناعه,1,1
جيدة عموما,,1,
المنتج ممتاز ولو كان سمارت كفر يركب مكان غطاء البطاريه لاصبح افضل,المنتج,1,1
منتج ذو جودة عالية و انصح به,"منتج،جودة",1,"1, 1"
التغليف كان بصورة ممتازة ... انصح بها ... للذين يشتكون من انتهاء البطارية بسرعة,التغليف,1,1
ممتازه وعمليه وان جدا مبوسط لاقنتاءها واحب اشكر سوق علي حسن اختيار منتجاتها,,1,
شكله على الجوال رهيييييييييييب,شكل,1,1
اللصقة اصغر من حجم الجوال حيث تبقى الاطراف مكشوفة بشكل واضح,"اللصقة،الاطراف،شكل",-1,"-1,-1,1"
تؤدي الغرض منها ومصنوعة بطريقة مناسبة ومن مواد جيدة وانصح بامتلاكها لمن لا يحبون اخذ المحفظة معهم وخصوصا وقت الدوام,,1,
السلام عليكم ورحمه الله,,0,
لم اتوقعها هكذا كنت اتمناها بمواصفات ذكية تناسب مستوى الايفون,,-1,
ممتازة ومطابقة للوصف والصور ونحيفة جداً و من خامة ممتازة وتم شحنها في وقت أسرع من المتوقع لها وشكراً للتاجر  ...,"خامة،شحن",1,"1, 1"
أعجبني تطابق الحواف ووجود اسبير لزر التشغيل عدد 2 ولكن أصبح الجوال أكثر وزناً بشكل ملفت وأزعجني وجود لاصق على غلاف الشاشة من الداخل لم أستطع تنظيفه,الحواف,1,1
ممتازه سوق كوم مافيه زيه اتمنى بس يجيبوا سمارت واتش 3 واي شي جديد ينزلوه بسرعه            وشكراااااااااا,,1,
الة ممتازة خامتها جيدة بكامل اغراضعا والتوصيل خلال الفترة المذكورة انصح بشرائها لمحبين السيلفي وصور السيلفي و في السفريات تصلح تصور نفسك بنفسك مع خلفية المنظر,"الة،خامتها",1,"1, 1"
النوعيه ممتازه واتمنى ان تتوفر اكسسوارت ال جي اكثر,النوعية,1,1
افضل موقع سوق لشراء المنتجات التجارية,موقع,1,1
بعد تركيبة بيومان بداء ظهوار هواء داخلي !!!!,,-1,
راي إنه حلو أعجبني راح أخذ مثلو إكون اللون الأسود,,1,
سلعة اصلية وحماية ممتازة للجهاز  بشكل عام,"سلعة،حماية",1,"1, 1"
مسكته مريحه ونعامه,,1,
لو توضع قطعه اضافيه و تكون كرة المعدن اثنين حتى استفيد منها في مكانين مختلفين فقط بحيت انني ارغب في استخدامها واحده للسياره والثانيه في المنزل وشكرا,,1,
حلوة مما تجعل استخدامها في عده اجهزة كما يسهل وضعها على ي الجهاز وسهولة استخراجها بواسطة الدبوس الملحق معها وتستاهل خمس نجوم,,1,
اشتريتها وللاسف طلعت رديئة جدا واظن ذالك بسبب السعر المخفض جدا,السعر,-1,-1
كفر حلو كتير وعملي ومريح,كفر,1,1
شكرا لكم سوق,,1,
حقيقة الكفر ممتاز و يعطي الجهازجمالا و أناقة .... و خدمة التوصيل ممتازة,"الكفر،التوصيل",1,"1, 1"
منتج جميل وراقي ومتين,منتج,1,1
بسم الله الشكليه حلوه لكن عيبها  الجوده مو المطلوب وبصراحه بصوره شي والحقيقه شي اخر  والله يوفقك الجميع,الشكليه,-1,1
السلعه اصليه و ممتازه جداً و مسجله على موقع الشركه مما يثبت انها اصليه و البائع جداً ممتاز و محترف و مهتم بالزبائن.,"السلعه،البائع",1,"1, 1"
سعر ممتاز بجودة عالية,"سعر،جودة",1,"1, 1"
ممتاز شكلا ومضمونًا,,1,
ممتازه ومفيده,,1,
نوعية جيدة,نوعية,1,1
جيدة جدا في وقاية الجوال وجودتها جيدة جدا ومملمسها مريح ونحيفة وخفيفة,جودة,1,1
جميله جدا وحجمها مناسب ما تخلي الجهاز ضخم والربر ناعم جودته عالية وسعرها مناسب,"حجم،سعر",1,"1, 1"
عرض رائع ومنتج ممتاز,"عرض،منتج",1,"1, 1"
سلعه رديئة الصناعه وسريعة الكسر,سلعه,-1,-1
تم توصيل السلعة بسرعة قياسية (خلال 24 ساعة من شراءها فقط ),,1,
مقاوم للاوساخ والخدوش,,0,
السلعة جيدة ولكنها لا تحتوي علي نظام اندرويد ولكن تحتوي علي نظام اسع وهي ضد الماء والغبار للمزيد ادخل علي,السلعة,1,1
سيّء جدا جدا ومضحك علينا بالسعر,,-1,
ساعة ذكية تساعد في ادارة امور الهاتف المزامن معها,ساعة,1,1
جميل جدا والتغليف أجمل,التغليف,1,1
المنتج جميل لاكن في جرير 450 بدون تخفيض,المنتج,-1,1
ممتاز جدا ... ولكن إسم المنتج الذي استلمته هو                  SCREEN PROTECTION ... ممتاز,,1,
انصح الجميع بها,,1,
حماية مناسبة للجوال بسعر معقول,سعر,1,1
سلعة جيدة لحماية الجهاز,سلعة,1,1
راءع,,1,
جيدة و عملية و سهلة الحمل و الربط مع الاجهزة,الحمل,0,1
ممتاز وانيق,,1,
جميله وتوجد بها عدستين وليس 3,,0,
فكرتها جميله ويمكن تنظيف القاعدة بالماء مما يجعل استخدامها سهل وتدوم فعاليتها بإذن الله تعالى مناسبه لجميع الأجهزة حسب ما هو مذكور في المواصفات,,1,
استعمال شخصي أفضل من رائع وفعلا يحمي الشاشة من المفاتيح ايضاً أنصح به بشدة,,1,
لم يكن كما كنت امله لكنه جيد وعملي,,-1,
"المنتج يصلح للسباحة وليس للغوص،لذلك هو غير مطابق للوصف",المنتج,-1,-1
ممتازة جدا وسرعة توصيل رائعة وتغليف جيد يعكس اهتمام البائع والسلعة سعرها منافس جدا مقارنة بالمعروض وكذلك بالسوق وتم تجربتها على الاندرويد ال جي وسوني اكسبيريا زد 2 وسيتم تجربتها على الايفون قريبا ان شاء الله ... اتمنى للبائع الاستمرار في التعامل الجيد والتوفيق..,تغليف,1,0
المنتج جيد جدا وكما هو معروض وسهل الاستخدام ومهم جدا لاخذ الصور ال selfie,"المنتج،الاستخدام",1,"1, 1"
ممتاز للسيارة,,1,
"جيده جدا ولا تؤثر اطلاقا علي التاتش للشاشة  ومعها الكحول المنظف وسهله جدا في التركيب ... توقيت الشحن وأسلوب التغليف ممتاز ,,, بها جزء بسيط جدا في العرض نقض عن الشاشة ولكنه لا يؤثر مطلقا علي الشكل العام او الحماية",التركيب,1,1
لا يستحق الشراء,,-1,
هذه اللاصقة ممتازة وتمسك بالجوال والأغراض الآخرى وكل شخص يختار اللون الذي يعجبه واللون الشفاف ممتاز جدا,"اللاصقة،اللون الشفاف",1,"1, 1"
انصح بهذا المنتج,المنتج,1,1
فتحة الشاحن في الجراب اصغر من غطاء الشاحن بحيث لا تستطيع شحن الجوال الا بعد ازالة الجراب,فتحة الشاحن,0,-1
جيدة و لكن لا تعمل كيد لعب على الايفون بسهولة و لكنها تعمل بسرعة ككي بورد,,1,
"جيدة ،،،لكن مشكلتها ماتنفع مع الفلاش ،،وكنت اتوقع ان الماكرو والزاوية الواسعه منفصله بس طلعت سوا ،،",,1,
كفر سبايجن ممتاز وأصلي والأفضل في حماية الجهاز من السقوط المفاجي  لذلك أنا أنصح فيه لمن يريد حماية جواله,كفر سبايجن,1,1
الصراحه اول مره اشتري هذا المنتج واشكره ع سرعه التعامل والرد ع جميع الاستفسارات,,1,
رووووعه,,-1,
منتج سيئ جدا ولا يليق بلموقع ان يسوقو لمثل هكذا منتجات سيئه,منتج,-1,-1
ممتازة جداً وهي تماماً كما في الوصف ولاكن ينقص الحماية من الجهة الاخرى أيضاً,,1,
"سلعة ة و مرنة ،ولكن سعرها مرتفع",سعر,1,-1
ممتازة ووصلت سريعاً وبحالة جيد ةجداٌ,حالة,1,1
هل تركب على ايفون 4s,,-1,
الجهاز لايقبل الشجن شغال الكشاف في حالة التوصيل المباشر فقط يعني السلعه خربانه علما تعاملت مع بائعين من قبل ولم اواجه اي مشاكل,السلعه,-1,-1
ارجو التوضيح هل هناك اعدادات للكفر نفعلها من الجهاز .. للاسف لمويعمل كما اردت,,0,
ممتازة بخدمة التزكير وعند القيادة ووظائف اللياقة البدنية,,1,
اقل ما يقال عنها انها ممتازة جدا.شكلها والوانها. وسهولة ربطها من الجوال .ويمكنك التحكم بها عن طريق الجوال,"شكل،الوان",1,"1, 1"
حتى بعد تجربتها في عدة اجهزة ما زالت المشكلة نفسها,,-1,
ساعة أبدعت سامسونج في صناعتها..سعرها مبالغ فيه. .لكن استلمتها بدون اي مشاكل او عيوب مصنعيه وهذا هو الاهم,سعر,1,-1
"السلعة جيدة جدا مقارنة بسعرها ،تقضي حاجة المكاتب متوسطة الاستعمال","السلعة،سعر",1,"1, -1"
شاشة ممتازة ورائعة وسعرها جيد ومواصفاتها عالية,"شاشة،سعر،مواصفات",1,"1, 1, 1"
جميلة جداً ولونها خرافي مثل الوصف,لون,1,1
مطابق للصورة والجودة,,1,
يعطيكم الف عافيه وصلني الطلب وجميييل جدا واشكر اهتمامكم بالتغليف السليم للمنتج,"الطلب،التغليف",1,"1, 1"
خسارة كانه قديمة جدا,,-1,
تطابق الوصف والصورة 100%..والبضاعة وصلت بسرعة ف3ايام,,1,
المنتج جدا جميل ويشرفني التعامل معكم شاكره لكم اهتمامكم بتوصيل المنتج بحاله ممتازه,المنتج,1,1
- إيجابيات و سلبيات عقد مصنوع من حبات كريستال سوارفسكي النمساوية فائقة الجودة مطلى بالذهب الأبيض ‫(البلاتين) أو الذهب الأصفر عيار 18 قيراط:,,1,
جميل جدا ولكني اضع لنفسي قيمه معينه للقطعه الواحده...وهذه تعتبر مرتفعة السعر نوعا ما..,السعر,1,-1
تصميمه جديد.. ولونه راقي..لاكن انتظر تخفيضه ايضا,"تصميم،لون",1,"1, 1"
اشكرك على هذه السلعة الجميلة وسرعة التوصيل...قلادة رائعة وجميلة ومتينة شكرآ لك وشكرا لسوق كوم اتاح لنا ان نتواصل مع ناس مثلكم,"السلعة،التوصيل،قلادة",1,"1, 1, 1"
سيء جدا ويستهلك كمية كبيرة من البطاريات لازم تركب بطارية جديدة كل يوم لو تبيه يشتغل كويس وبتلاحظ صعوبة استخدامه واستهلاكه العالي للبطاريات,,-1,
انصح بعدم شراؤه سلعه سيئه للغاية وغير دقيق,سلعه,-1,-1
ممتاز ودقيق,,1,
- إيجابيات و سلبيات جوي كير JC-414S ميزان الكتروني لحقائب السفر ‫(رمادي),,1,
لقد سررت كثيراً بطلبها,,1,
اصلية و معبئة و مخزنة بشكل جيد .. و رائحتها تفوق الجمال,رائحة,1,1
رائحه ممتازه,رائحه,1,1
رائع جدا وجميل لا يفوتكم العطر,العطر,1,1
صراحه عطر جداً ممتاز وانصح به,عطر,1,1
ممتاز بكل المقاييس,,1,
سلعة جيدة انصح بها مع سعر حتى 230,سلعة,1,1
عطر مميز,عطر,1,1
"العطر ممتاز،واستلمته كما المواصفات المكتوبة.",العطر,1,1
انا من عاشقي هذا العطر لرائحته المتميزه جدا جدا و لسعره المناسب جدا علي سوق . كوم,"العطر،سعر",1,"1, 1"
رايعه ووصلت بوقت قياسي شاكر لكم تعاونكم,,1,
الصراحه اجمل العطور اللي برائحة العود   و رائحته ثابته جدا جدا و كل انواع العطور في هذه الماركه الصراحه جميله,"العطور،رائحه",1,"1, 1"
سرعة الشحن,الشحن,1,1
منتج ممتاز تركيز عالي,منتج,1,1
أنصح بتجربة هذا العطر فعلا راحة مميزة وقوية انصح بها فقط لمحبي العطور ذات الرائحة القوية وانصح بها لاصديق,"العطر،رائحة",1,"1, 1"
عطر مخملي رائع وجذاب ومميز وسرعة في توصيل الطلب ... فعلا اكثر من مميز شكرا لكم جزيلا على ما تقدموه من منتجات رائعة.,"عطر،توصيل الطلب،منتجات",1,"1, 1, 1"
NRSEN شكراً على الهدية الرائعة مع العطر وكذلك التغليف الجميل لم اشاهد بائع بمثلك,,1,
رائحة العطر  جيدة جدا,رائحة العطر,1,1
أنا أعرف هذا العطر جيداً و كنت أستخدمه قبل عشر سنوات لذلك لم تكن مفاجأة لي أن رائحته لا تزال جميلة و منعشة و نفاذه و المنتج الذي وصلني أصلي و بتغليف المصنع و لكن رائحة العطر لا تدوم كثيراً لكن أكيد أنصح بشرائه,"العطر،رائحته",1,"1, 1"
سيء للغاية يكفي أنه مقلد,,-1,
جودة أقل بسعر أقل وليس تخفيض للأصلي,"جودة،سعر",-1,"-1, -1"
جميل جدا وانصح فيه بشدة لتميزه في الرائحة الراقية والمميزة للمميزين وايضا سعر ممتاز بالتوفيق والنجاح الدائم ووصللني بسرعة.,سعر,1,1
وايد حلوو واحبه,,1,
"لا غبار على العطر المميز،كما أن السعر يعتبر ممتاز،لكن العيب الوحيد هو التغليف،حيث أن العلبة ليست سليمة من الخارج وحالتها سيئة ومن الداخل إطار الحماية ممزق! ويجب تغليفها في علبة أخري غير الأصلية حال أردت إهدائها...","العطر،السعر،العلبة،حالة",0,"1, 1, -1, -1"
كنت متحمسا للسعر والمنتج لكن للاسف كان مثل العطورات التجارية بسوق الجملة..,المنتج,-1,-1
المنتج أصلي و رائحته تدوم وتبقى بالملابس حتى موعد الغسيل :-),"السلعه،رائحة",0,"1, 1"
السلعه ينصح شرائها جودة العطر تغليفها الامن تتبع السلعه بسهوله و يسر,السلعه,1,1
ممتاز والشركة معروفه ومن الأصل مو تقليد,الشركة,1,1
العطر لطيف وتوقعت الرائحة أكثر انتشاراً,العطر,0,1
رائحة المنتج رائعه وتدوم مدة طويلة وتشعرك بالانتعاش الكبير .. منتج صيفى رائع,رائحة المنتج,1,1
عطر مغشوش الريحة ماتجلس ساعه,عطر,-1,-1
العطر مافيه ميزه اول حاجه الريحه تبعه مو ثابته مدتها 12ساعه ثانياً مو فواحه ثالثاً مو طيبه رحيته مره عادي مايستاهل 130,العطر,-1,-1
"اشتريت هذا العطر من محل العربية للعود كهدية،وبعد التجربة في المحل أعجبتني رائحته .. كما أعجبت صاحبة الهدية.",العطر,1,1
نشكر البائع على جودة السلعة ورخصها والتغليف الممتاز وسرعة الشحن ويسعدني التعامل معه في المستقبل,"جودة السلعة،التغليف،الشحن",1,"1, 1, 1"
تصميم جمميل و رائحته معتدله و سعره مناسب جداا و حجمه متوسط و انصح بشراء هذا العطر من دافيدوف .........,"تصميم،رائحة،سعر،حجم",1,"1, 1, 1, 1"
