Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
"من افضل مطاعم السي فود
شوربه السى فود روعه والجمبرى والسمك والكابوريا
طعم جامد",,1,
"طعام ساحر
المكان فى قلب نعمة باى .. كلت فيه انا وزوجي اكل هندى أكثر من رائع هو غالى شوية بس يستحق .. مطعم فيه اكل مصرى وعربى وهندى وسى فوود .. المكان طبيعته تبعث الراحة والهدوء النفسى",,1,
"على بابا
مفيش كلام اكتر من انى اقول المكان رائع فوق الوصف انا دخلتة مرة وحسيت انى قاعدة فى مكان رائع انا مش هقدر اكلم لان مفيش كلام يكفى جمال المطعم وماشاء الله صاحب المكان محترم جدا والخدمة ممتازة والاكل مفيش احسن من كدة ممتاز كل الانواع مشويات اسماك كلة بيجنن",,1,
"جيد
المكان جيد ونظيف والعاملين تعاملهم مع الضيوف احترام وتقدير
انا افضل هذا المكان ودائم الجلوس هناك مع الاصدقاء سوف اكون هناك قريبا",,1,
"مطعم جميل جدا
هذا المطعم جميل جدا و كل يوم كنت امكث بة مساء اتناول العشاء و اسمع الموسيقى على العود و صوت المطرب الموهوب محمد كم اننى استمتعت دائما بفنه و بالمكان
لا يوجد احد يزور شرم والا وجب عليه الذهاب الى هذا المكن",,1,
"كافيه لذيذ
موقعة جامد جدآ . الخدمات لذيذة والاسعار ليس مبالغ فيها ... لم يعجبى بعض افراد طاقم العمل بالكافيه تحس بعض فيهم يتميز بالبرود",,1,
"المتعه
منظر مختلف من اعلى حيث شرم بجمالها امامكباضواءها و ناسها و فنادقها مكان ممتع للجلوس",,1,
"شئ مخز
هذا المطعم الفخم المطل على أفخم شوارع الغردقة ولا ننسى شهرته الواسعة عالميا فى البداية ترى الأسعار مرتفعة نسبية عن بقية الفروع ولكن ذلك أمر عادى الغير عادى من هذا المطعم الشهير هو الطعام نفسه فلقد أتت الوجبات غارقة فى الزيت بطريقة بشعة تنم عن عدم حرفية الصانع نهائيا",,-1,
"الأناقة الهادئة
يتميز بإطلالة رائعة على سوهو سكوير وعلى النافورة الراقصة .. في الهواء الطلق جو عام مميز أسعار فوق المتوسطة (6 دولار تقريبا متوسط العصائر الطازجة)
ملحوظة: يحتوي على مشروبات كحولية وشيشة",,1,
"مأكولات صينيه
مطعم اكثر من رائع اول تجربه لى مع المأكولات الصينيه و اعتقد انى احببتها المكان ظريف و واسع مستوى النظافه جيد جدا الخدمه مميزه قائمه الطعام متعدده الخيارات لجميع الازواق سواء لحوم او طيور او اسماك و حتى النباتى الشيف فوق الممتاز محترف انا تناولت نودلز بيف ...رائعه سيلزر بيف ....طعمه تحفه و اسلوب تقديمه هايل و شيف سالد وجبه جيده جدا و لذيذه",,1,
"جميل
الطعام جميل و الخدمة رائعة و قيمة جيدة للمال و قائمة طعام ترضى العديد من الاذواق اعجبنى طريقة تقديم الطعام",,1,
"مطعم جيد يستحق الزياره
يقدم مأكولات نظيفه باسعار مناسبه اعجبني موقع المكان وخدمة العاملين في هذا المطعم ونظافة الاكل كما ان هذا المطعم يوفر خدمة الليموزين في جميع الاوقات",,0,
"حلوه كتير
البلد القديمه كانت بالنسبه الي من الاشياء الي عجبتني كتير ومنها بذات الناس الي كانت موجوده وطريقه معملتها للسواح",,1,
"هادئ
مكان هادئ وجميل ونظيف وقريب جدا من مارينا
والعاملين قمة فى التعامل الجيد والابتسامه الجميله
وهم يساعدوك لاخذ راحتك هو المكان المفضل لى",,1,
"ممتاز جداجداجدا
كل شى جميل ورائع
الطعام له سحر خاص
خصوصا البيتزا فوق الممتازة
اهتمام الشيف العمومى برضاء النزيل شى ممتع جدا",,1,
"خدمة سيئه
يوجد عدد 2 مطعم جاد فى شرم الشيخ "" بعد تجربتى مع جاد يشهد له بجوده الاكل و ان طعامه له مذاق خاص و من خلال تجربتى فى شرم الشيخ (انا من المقيمين بشرم الشيخ) انصح كل من يريد تجربة هذا المطعم ان يذهب الى فرع السوق القديم ليجد مستوى الخدمة الجيد على عكس مستوى الخدمة فى فرع الهضبة حيث ان الخدمة سيئة جدا.",,-1,
"مطعم جيد
الطعام جيدجدا ولكنه ينقصه المزيد من الجوده والمكان رائع للغايه وموقعه بجوار فندق هيلتون دريم جيد ...........الخدمه جيده جدا
ولكن يلزم المطعم الديناميكيه والتجديد",,1,
"مطعم سيئ
أسوأ مطعم ممكن أن اتخيله في حياتي وخاصة الفرع الجديد الكائن في الغرقانة .
يوجد ازعاج كبير جدا من الموظفين .
معاملة غير لائقة للمصريين رغم اننا الاولى بالمعاملة الحسنة",,-1,
"لم يعجبني للاسف
من خلال رحلتي ل شرم الشيخ قمت بزيارة هذا الفرع .....للاسف لم يكن كما ينبغي
لم تكن القهوه جيده
المحل به الكثير من الذباب...ليس بسبب النظافة وانما بسبب ترك الباب مفتوح
الجلسات مزعجه ...الاصوات اكثر مما ينبغي..الجو الداخلي حار",,-1,
"لكل عشاق الأكل المصرى
سوف تجدون هنا كل ما تتمنوه من طعم ومذاق رائع للأكل المصرى اللذيذ مع نظافة المطعم .. مطعم المصريين فى نعمة باى أفضل من خليج نبق ولكنى أحببت مطعم خليج نبق لأن الناس فيه ودودين جدا",,1,
"عادي جدا
...بسم الله الرحمن االرحيم...
المطعم عادي جدا لم يستحق السمعه..
فقط المشاوي جيدة..
الاسعار نسبيا معقولة..",,0,
"صباح المشاوي
هايل اكله جامد موت وطعمه خرافة من اشهر المطاعم في شرم لو عاوز تدلع كرشك عيش وادعيلي لو بتحب المشاوي يبقي اختيار رائع",,1,
"مطعم رائع
مطعم رائع يقع فى المدينة القديمة ومأكولاته شهية جداً وأسعاره رائعة ولكن يعيبه وجود الكثير من القطط فى المكان",,1,
"اجدع مطعم مصرى
يجب على الزائريين لشرم الشيخ ان لا يفوتهم الاكل فى هذا المطعم فهو يقدم الاكلات المصريه الصميمه و اسعاره رخيصه مثل اى مطعم فى القاهره مثلا و الطعام به ذات مذاق ممتاز انا انصح به لانى كل مره ادخل شرم اشتاق للطعام المقدم به",,1,
"اسم علي مسمي
قمت بزيارة هذا المطعم للغداء ووجدت كل ما اريده من الاكلات والحلويات المصريه كما انه يختار نوعية ممتازه من اللحوم الطازجه يمتاز باضفاء الجو المصري الاصيل يتوافد اليه كثير من السواح العرب والخليجين والاجانب وذلك لتنوع اصناف الماكولات لديه كما ان اسعاره مناسبة جدا",,1,
"اسواء ما في شرم الشيخ
خلال عمري الطويل الذي تجاوز٦٧لم اجد مكان علي وجه العالم أسؤال من هذالمكان",,-1,
"مش حلوة
المكان على البحر بس استيله مش حلو والمشروبات مش حلوة",,-1,
"انا بحب اونيونز
مطعم اونيون من احسن وافضل المطاعم الموجودة في شرم الشيخ , بناءً علي ما يمتلكه من قائمة طعام مذهلة وجميلة ورخيصة وما يمتلكه من اصطاف جميل وسريع ومرح",,1,
"ممتاز ورخيص وممتع
البحث عن مكان يمتلك كل العناصر التي تساعدك علي قضاء وقت رائع والتمتع بخدمه مميزه وطعم لزيز صعب لاكنه ليس مستحيل لانه موجود انه هذا المطعم انيون شرم",,1,
"الافضل علي الاطلاق
انيون الخان امام لاجون انه الافضل علي الاطلاق اذهب الي هناك",,1,
"مطعم نجمة سينا
مطعم نجمة سينا من اقدم المطاعم في شرم الشيخ انشاء المطعم من سنة 1985 انه مطعم رائع اسعاره رخيصة جدا بالنسبه لمطلعم شرم الشيخ ويتميز بان اسماكه طازه",,1,
"مزهل جداٍ
اول مره ازور شرم الشيخ الحقيقه ان المدينه كلها ازهلتنى ان المدينه جميله ونظيفه خصاره كبيره انها مش شغاله بنسبه كويسه مدينه على القدر ده من الجمال ولازم تشتغل احسن من كده بكتير لاكن اكتر حاجه ازهلتنى هو مطعم onions فى خليج نبق المطعم ده من اكتر الاشياء الى انا عملتها واسعدتنى ان انا زرته مرتين متتاليتين خلال اجازتى استمتعت فيهم بلمقبله الجميله و الروح المرحه و الضيافه المصريه الاصيله بجدد ........ وشكراٍ",,1,
"طيب
مكان معقول متوسط المستوى ويجيد الاطعمة الايطالية نسبيا يعمل به اناس طيبيين من اصل قنا يحسنون الاستضافة للزبائن",,0,
"وائل دبوس
الطعام جيد جدا والطاقم متعاون جدا المنظر كان جميلا واحنا بصراحة كنا جعانين لأننا كنا حاجزين فى الشيراتون هاف بورد بس عموما المكان كان لذيذ واسعارة معقولة نوعا بالنظر الى اننا رايحين نتفسح",,1,
"مدهش
ا لزيارة الثانية لنا في الجونة وفوجئت بوجود مطعم تركي فذهبت لتناول العشاء مع عائلتي وقضينا ليلة رائعة حيث استمتعنا بمذاق الاكل التركي الاصيل الذي يضاهي اشهر المطاعم الموجودة في تركيا وكان الجو العام رائع من حيث الموسيقي والتصميم التركي للمكان والخدمة العالية مع الاكل الممتاز",,1,
"اكثر من ممتاز
من اكثر الاماكن روعة في دهب الاكل جميل جدا والمكان نظيف والمعاملة كويسة وفي انواع كثيرة من الاكالات اهم حاجة طبعا ان السعر ممتاز",,1,
"القاهرة
فعلاً ره مكان جميل جداً فيه خدمة رائعه جدا
واكلات جميله رائعه جدا والمكان جميل جداً
والحساب مش غالي خالص والرسكوند بيتعمل 50%
وكل الناس هناك محترمين جدا
والمكان نظيف جداً",,1,
"احلى مطعم
احلى و اطعم اكل و ناس طيبة اوى و الاكل طعمة جميل و البيتزا و البستا عظيمة جدا , الاكل الحلو جميل عندهم كيكة بالمنجة جميلة اوى",,1,
"عشاء مميز
مطعم ظريف وبسيط واكل مصري مميز وله نكه خاصه ومميزه في المشويات وكانت الخدمه عاليه الجوده ومزيكا رائعه ومنظر رائع للبحر اتمنى لهم التوفيق وان يقدموا اكلات مصريه بشكل اكبر
سوف اعود في الزياره القادمه",,1,
"تحفة
المكان رائع،والخدمة هايلة،,اسعار رخيصة جدااااا،من ألطف الأماكن فى دهب بجد .الديكور يجنن... شكرا عمر الجرف صاحب المكان على حسن الإستضافة
مريم عاطف",,1,
"مطعم مشويات جيد
مطعم مشويات جيد. بسيط الطراز بمكان شعبي إلى حد ما. أسعار مناسبة و خدمة جيدة. الجو العام جيد و لا بأس به",,0,
"متنوع
متنوع ونظيف جدا . المواعيد موزعة بدقة بين الوجبات والاسناكس . التعاون بين فريق العمل وبينك امكانية الدخول بالمشروبات في اي مكان - بسين او شاطيء او غرف",,1,
"فعلا يستحق الزيارة
حمامات السباحة . الخدمة الممتازة .الضحكة اللى مبتفارقش الوجوة . النضافة بصراحة كل حاجة فوق الممتاااااااااااااااااااااااااااااااااازة",,1,
"مطعم جميل راقى
من اجمل وارقى المطاعم الموجودة فى محافظة بنى سويف
من حيث جودة الاكل
المكان الديكور اكثر من رائع
الخدمة ممتازة
اصناف مميزة خاصة النعام و الغزال",,1,
"مطعم رئع
الخدمة ممتازة والاسعار مناسبة مكان مخصص للعائلات
افضل مطاعم الشواء على الاطلاق بمحافظة بنى سويف
الديكور تحفة
بالاضافة الى وجبات النعام والغزال التى يتميز بها مطعم اوزى",,1,
"مطعم اكتر من رائع بخدماته وصاحبه
مطعم رائع جدااا من حيث مديره الخلوق وشكله وديكوراته الرائعه والخدمه الممتازه والرقي فى التعامل
ينقصه شيئ بسيط فقط اقوله ليكتمل من كل النواحى وهو حاجته للتكييفات لان رائحة المطعم احيانا تكون خانقه وجزاكم الله خيرا",,1,
"اتقوا الله
المطعم ليس نظيفا والاكل فيه عبارة عن عينات وياريت تعرف تاكلها ........طلبت نصف كيلوا كباب ويارتنى ما طلبته اولا : جابه بعد ساعة وبعدين جاب لى طبق فيه حاجة محروقة .......ايه ده يا عم الشباب قاللى الكباب ........رحت واخد عيالى وماشى بدون كلام ودفعت الحساب وانا زى الباشا .......اتقوا الله ولما تعرفوا تعملوا اكل ابقوا افتحوا المطعم يا ناس حرام عليكوا",,-1,
"ممتاز ولكن ...
الموقع ممتاز لكن يعيبه الزحمة .. والواي فاي مش تمام .. وكمان سعره غالي .. لكن يكفي انه المطعم الوحيد المربوط ب تريب ادفايزور",,0,
"الوطنية مية مية
اللحمة طازة واﻷكل لذيذ وطعم اوى وبننصح الجميع ياكلوا من الوطنية وانا دايما انا والمدام واﻷولاد بنطلب دلفرى او حتى نروح ناكل من هناك باختصار الوطنية مية مية والبلدى يوكل",,1,
"الوطنية ميةمية
من افضل المطاعم فى طنطا والغربية كلها واللحمة طازة ولذيذة وعلطول انا والمدام والاولاد بنجيب من هناك سواء دلفرى او حتى نروح لنفسنا",,1,
"الوطنية للمشويات
من المطاعم الجميلة المناسبة لاهل طنطا نظرا لوجود خدمة التوصيل للمنازل بالاضافة للاكل المميز باحترافية ننصح الجميع بتجربة الوطنية",,1,
"Dabooos
مكان المطعم قريب جدا من كل طنطا لأن المطعم يقع فى مكان حيوى جدا المشكلة ان الدليفرى بيرد عليك بعد وقت طويل جدا
الأكل كان فى البداية ممتاز جدا دلوقتى الموضوع اختلف شوية يعن كفاءة الأكل قلت شويتين عما كانت
بس يظل المكان مقصد مهم لكل من يريد وجبة مشوية جيدة",,1,
"أفضل طعام
عند ذهابك إلى هذا المطعم تشعر أنك فى مطعم موجود فى دولة أوروبية ويتميز هذا المطعم بأن له مذاق خاص فى الأطعمة المقدمه إليك قد لاتجدها فى أى مكان آخر",,1,
"جيد جداا
مطعم جيد خدم جيدة لكن السعر مرتفع قليلا ولكن الوجبات جيدة جداا الديكورات جيدة .لايوجد بة اماكن مخصصة للاطفال",,1,
"مطعم جيد
مطعم كوك دور ذو مستوي جيد للوجبات السريعة ووجودة بشارع البحر الشارع الرئيسي الحيوي بطنطا به صعوبة بالغة للانتظار السيارات خوفا من الخالفات المرورية وخدمة التوصيل للمنازل مقبولة ولكنها تحتاج الي مزيد من السرعة وبشكل عام الاصناف من الاطعمة جيدة انصحكم بالتجربة العملية",,0,
"وائل دبوس
المطعم بمكان متميز بشارع البحر فى قلب مدينة طنطا وهذا مايجعل استحالة وجود مكان لركن السيارة المطعم جيد من الداخل الخدمة ايضا جيدة جدا الطعام جيد لبعض السندوتشات والوجبات وليس كلها وان كنت ارجع ذلك الى انها مسألة اذواق",,0,
"رائع .
مطعم رائع يقدم احلى بيتزا كلتها فى حياتى
و المطعم نظيف و شيك و مناسب للعائلات
و السعر رائع بالنسبة للجودة",,1,
"dabooos
مطعم جميل
المكان هادىء
المكان ضيق بالمطعم خصوصا فى رمضان وقت الأفطار
الشارع الموجود بة المطعم ضيق ومزدحم ويصعب ايقاف السيارة بة
البيتزا فى المطعم تحفة الأسعار مناسبة جدا",,1,
"من أفضل مطاعم الأسكاك بالإسماعيليه
حينما تفكر فى أكل سمك أو شوربة فاكه البحر فى الإسماعيليه فالإختيار الأول يكون حسن أبوعلى حيث ألأكل جيد جدا و الخدمه جيده و لكن مشكلته أن تجد مكان لإصطفاف السياره نتيجة الإزدحام الشديد بالمنطقه.",,1,
"Mr
مطاعم الصباحي تقدم المشويات المصريه و ايضا الماكولات البحريه و كذلك تنوع من الاطباق الغربيه لترضي جميع اذواق ضيوفنا الاعزاء ايضا نجهز الحفلات الخارجيه ونقدمها علي اكمل وجه مما تحب",,1,
"الخدمه ومذاق الطعام اكتر من ممتاز
المطعم اكثر من رائع ومميز والجو العام لطيف الخدمه ممتازه وجودة الطعام اكثر من رائعة وهو المطعم المفضل بالنسبه لى ولأسرتى",,1,
"عن المؤكلات البحريه
بصراحه تأكل وانتا مطمن اكل جميل جداوالخدمه ممتازه جدأوالمكان في غاية النظافه والجمال ويطل علي البحر بصراحه حاجه من الاخر",,1,
"لا انصح بزيارته
الخدمه جيده ولكن الاكل غير جيد بتاتا
اكل غير صحي وسيئ جدا يوجد عده حالات تسمم تسبب بها هذا المطعم
لا انصح بزيارته",,-1,
"مطعم هاي برجر للمأكولات السريعه
خدمه متوسطه , سعر متوسط , المأكولات السريعه غير صحيه بوجه عام, يقع الفرع الرئيسي بجوار مبني محافظه بورسعيد , وله فرع اخر علي هيئه سياره خشبيه كبيره بجوار نادي الصيد ببورسعيد",,0,
"جيد جدا
الاكل رائع وصحي نوعا ما .. الخدمه ممتازه والمكان نظيف والاسعار جيده جدا .. يوجد عده خيارات واطباق مختلفه
ولكن المكان صغير جدا ولا يصلح للتجمعات الكبييره والمناسبات
انصح بزيارته",,1,
"بالرغم من السمعة العالية لكنه لم يعجنى
ربما تكون المشكلة فى انا لكن نفس الأكل لم يعجبنى كما انه غالى جدا
المكان نظيف جدا وواسع والخدمة معقولة
من المعالم المشهورة فى بورسعيد
تم تجديد المطعم فى شهر اكتوبر 2014",,0,
"متوسط
المطعم لا يقدم اطباق تستحق القيمه الماليه .....
المكان رائع والخدمه ممتازه ولكن الاسعار غير مطقيه بالمره
ننتظر تجديد المحل ... اسعاره مبالغ بها جدا جدا جدا",,0,
"عبده كفته
من اقدم واعرق مطاعم الكباب والكفته في مصر وبورسعيد , علي شارع طرح البحر ببورسعيد , اسعاره مرتفعه نسبيا , يشتهر في المحافظه بكونه محلا لجذب الولائم والحفلات والمؤتمرات الراقيه , ولكن جوده الطعام ليست بنفس رقي شهرته",,0,
"مكان طبيعي
تري البحر من كل موقع للمطعم يقدم جميع انواع اللحوم المشوية و الطواجن مكان مميز بمعني الكلمة كما يتميز بالموقع الفريد",,1,
"اداره سيئه
العاملون لايجدون فن التعامل مع الذبائن من الواضح انهم ليست لديهم الخبره الكافيه.من الواضح حدوث مشادات بين الذبائن والعاملين ولايوجد مدير .جودة الاكل لا توازي القيمه المدفوعه المطعم اقرب مايكون الي المطاعم الشعبيه",,-1,
"المكان كويس جدا ارشحه للناس تروح وتشوف
القعدة هناك مريحه جدا،مشروبات وشيش رخيصه و اهم حاجه الخدمه كويس جدا.
ينفع تروح انت واصحابك او الاسره،كمان في شاشات كتيرة وكبيره للماتشات الكورة",,1,
"الريحة الأصلية للطعم المصري
اول مطعم اتعشينا فيه بعد وصولنا المدينة فى زيارة للعلاج،بالرغم من الحالة النفسية للجميع حيث انها زيارة بغرض العلاج وليس السياحة الا ان طعم الأكل ومستوى الخدمة وابتسامات الطاقم ؛ جعلنا ننسي بعضا من الهموم ونستمتع بجو رائع . منظر المأكولات البحرية الطازجة عند مدخل المطعم يجعلك تشعر بالجوع حتى لو لم تكن جائعا حقاً،بعد ايام طلبنا هوم دليڤرى كان محشى ورق العنب،البومبار،السلطات،الحمام المحشى والكفتة كما لو كنت فى المحل نفسه. لا أنسى طعم تحلية ام على مازال فى فمي. لا تزور المنصورة الا يكون مطعم الصباحي فى أولوية ما تزور.",,1,
"يوجد فرعين الفرع الجديد على البحر ممتاز
الأكل حلو جدا والخدمة مميزة الأسعار غالية بعض الشيء مثل معظم محلات الأسماك يعيبه السلالم لو معاك كبار في السن",,1,
"مزاق رائع للحلوى
مزاق الحلوى رائع القيمة مقارنة بالجوده جيدة الموقع ممتاز جاد ولكن العاملين لية على الكفاءة المطلوبة ولكنهم في المجمل معقولين
عدد العمالة قليل على المكان",,1,
"مكان جميل ونظيف
قريه بلبع للمشويات الخدمه ممتازه والأسعار معقوله ولكن ما لفت نظري ان الفاتوره بها مبلغ كبير للسلطات رغم انهم ابلغونا انها متضمنه قيه المأكولات",,1,
"احلي تيك اواي
المشويات فيه رائعه وساندوتشاته مميزه احلي مكان تاخد منه مشويات تيك اواي وخصوصا طريقه التقديم للسيارات خدمه سريعه وطعم جميل",,1,
"مطعم ممتاز
مطعم ممتاز سواء إخترت الأسماك أو اللحوم فكلاهما مميز جدا وتشكيلة من السلاطات الساحرة وخدمة مميزة جدا الأسعار في اللحوم معقولة أما الأسعار في الأسماك غالية بعض الشيء (كما هو الحال في معظم محلات الأسماك) لكن مقبولة",,1,
"اكل لذيذ �� فوق الوصف
مكان جميل ومجهز جيداً بيقدم اكل فوق الرائع
الاسعار فوق المتوسط لكن مقبولة
مشكلته الوحيدة ان طاقم الضيافة تحسهم شحاتين هيخنقوا الزبون عشان البقشيش",,1,
"مكان مميز بأسعاره وجودة الأكل
مكان مميز في قلب بحري حيث الأسكندرية القديمة مميز بأسعاره وجودة الأكل يعتبر سعره مناسب جدا مقارنة بمطاعم الأسماك الكبيرة التي هو منهم",,1,
"لن تجد هذا الطعم فى اى مكان اخر( شربة العكاوى )
لا يمكن زيارة الاسكندرية من غير ان تأكل فى قرية بلبع وبالاخص المطعم الذى يتواجد فى وسط المدينة ولا يمكن تفويت فرصة تناول شربة العكاوى ولا أكل الكفتة والطرب. الطواجن لها طعم خاص جداً . القائمين على العمل متفانين فى خدمة الضيف مطعم جميل وأناس اجمل وللمرة الثانية لا تفوت _( شربة العكاوى )",,1,
"ماينفعش تزور الاسكندريه من غير ماتعدى على بلبع
قرية بلبع للمشويات دلوقتى اصبحت من معالم الاسكندريه بالنسبه لينا ماينفعش نزور الاسكندريه من غير مانعدى عليها السلطات هناك تحفه والمكان جميل والخدمه ممتازة وأجمل طلب بالنسبه ليا الموزة الضانى بيعملوة تحفه مع الارز وورق العنب وطبعا الكباب والكفته مذاق لا يعلى عليه والعيش السخن مافيش أروع من كده وبالهنا والشفا",,1,
"مكان متخصص فى الاكل
مطاعم بلبع جميله جدا في الاكل الشرقىلحوم وطيور وخاصة البط بلاضافة للاسماك وبها انواع كثيرة وممتازه والسلطات ممتازة اسعارة مناسبة جدا لهذة الايام",,1,
"المطعم جيد . برجاء التاكود من جودة السلطه.
الاسماك طازجه. الطعم جيد.
رجاء البعد عن السلطه بلاخص الخضره . العاملين متعاونون وودودين .....................",,1,
"مطعم رائع
عروس البحر مطعم اسماك وماكولات بحريه مميز كمكان موقعه بجوار مسجد المرسي ابو العباس بيعطيه طابع خاص وكمان الاكل فيه جميل جدا والسلطات رائعه والخدمه جيده لكن عيبه وجود بعض القطط في المكان ياريت يشوفو حل للمشكله دي",,1,
"اكل ذو طعم متميز وعبق الماضي الرائع واطلالة بحرية فريدة
المطعم يقدم مأكولات بحرية مطهية بالطريقة اليونانية رائعة الطعم
اطلالة رائعة علي شاطئ ابوقير مباشرة والمطعم بالكامل من الخشب تصميم بسيط ورائع يعطي احساس انك عايش في ايام الملكية
يعيبه برودة افراد الطاقم لكن يعوضها حفاوة استقبال صاحب المطعم اليوناني",,1,
"مكان جميل
ذهبنا اسرة كبيرة انا وعائلتى وأخواتى وألاولاد وتناولنا الغذاء بالقرية وكان رائع والخدمة ممتازة ومنظمة والاسعار مقبولة والمكان جميل وننصح به",,1,
"مكان رائع
مطاعم بلبع جميله جدا في الاكل الشرقى وبها انواع كثيرة وممتازه والسلطات ممتازة ولكن ارتفعت الاسعار في الفترة الاخيرة في بعض الاطعمه مما لايتناسب مع سعرها السوقى ولكن في المجمل مكان رائع انصح بزيارتة",,1,
"مكان ساحر
مكان ساحر على البحر مباشرة الأكل ممتاز الاسعار أغلى بعض الشيء من مطاعم الأسماك الأخرى ولكن ما يميز المكان إنه راقي وليس شعبي وليس زحمة ومنظر البحر خلاب ويعيب المكان أنه يقدم النبيذ",,1,
"علامة مميزة في الاسكندرية
مطعم جميل وفي اجمل موقع في الاسكندرية تتمع باكل اجمل الاسماك وانت تشاهد السماء والبحر والقعلة .. موقع ممتع بالفعل",,1,
"أفضل مكان في الأسكندرية
مكان مميز جدا بحجمه الكبير والخضرة والشلالات المحيطة به والبحيرة الصغيرة التي بها طيور الفلامنكو كما يوجد به ركنين للأطفال أحدهم مجاني كذلك أسعاره مميزة جدا وحجم الأطباق وجودتها مناسب جدا إنه حقا مكان مناسب لتهدئة الأعصاب والإستمتاع للأسرة كلها",,1,
"مكان شيك جدا
مكان شيك جدا وراقي انا أكلت في فروعه الثلاثة بالمنتزة ومحطة الرمل ورشدي المنيو بالإنجليزية فقط مما يجعل المكان مقصور على فئة معينة التي أحب التواجد معها وطبعا الأكل حلو بجد والمنيو كبير ومتنوع عيبه الوحيد الزحمة في الويك إند فدائما تجد قوائم إنتظار",,1,
"مطعم غير تقليدى
أعجبنى هذا المكان لكونة غير تقليدى من حيث الديكورات و الجو العام الذى يجمع بين الخصوصية والهواء الطلق كما أن أغلب روادة عائلات وبيزنيس وأما قائمة الطعام فأنها متنوعة والحقيقة ان الشيف متميز جدا والأسعار مناسبة جدا كما ان الخدمة ذات مستوى راقى",,1,
"من المطاعم المحببة الى قلبى
من افضل المطاعم التي تقدم مزاق جيد في الطعام وخصوصا في المكرونة بالصوص الابيض و الفاهيتا والشوربة البيضاء بالمشروم والدجاج",,1,
"سىء للغايه
انا زرت فرع المنتزه وفرع رشدى وفرع فواد على امل ايجاد مكان نظيف المنضدة مليئة بالاتربه فى فرع المنتزة نوعيه الدجاج جيده لكن اللحوم سيئة جدا صعبه المضغ وده ظاهر من نوعيه اللحوم رديئة جدا الخدمه تتاخر كثيرا والنظافه المضفيين سئئه",,-1,
"اعشق ه>ا المكان
احد افضل المطاعم المفضلة لدي بجميع فروعها رشدي - شارع قؤاد وخصوصا فرع المنتزةة
اسعاره معقولة ولكنها ليست منخفضة قد تكلف وجبه لشخصين 200 جنيها شاملة المشروبات
ومعاملتهم جيده جدا",,1,
"فقير
لقد اعطيته متوسط من اجل المنظر فقط فهو يطل على منظر رائع لكن مستوى الطعام وسرعة الخدمه فى منتهىء السوء
لقد كنت هناك فى رمضان 2014 وتأخر الطعام كثير وكانت الشوربة سيئه لم اكملها وكميات الطعام قليله جدا",,0,
"متوسط فى كل شيىء
هو مكان متوسط فى كافة مستوى الخدمات الطعام متوسط الجودة والخامة أما الخدمة فهى الاخرى متوسطة الاداء ولكن ألاسعار أعلى من المستوى ولكن هو تقريبا شبه مناسب للبعض",,0,
"مكان راقى
مكان راقي جدا الجلوس بالتراس شئ رائع مذاق الاكل جيد جدا مناسب لجميع الاعمار ولكنه يعتبر مرتفع السعر قليلا",,1,
"النادى الراقى
هذا النادى من أفضل النوادى فى مصر من حيث الموقع الجميل على البحر و بجوار قلعة قايتباي - يمكنك الشعور بالاسترخاء - الطعام أكثر من رائع سواء كان السلاطات المتميزة أو السمك و الجمبرى و الكاليمارى و شوربة السى فود - الخدمة المتميزة - الأغانى اليونانية و موسيقاها القريبة الى قلب وأذن المصريين - مكان آخر متميز فى الأسكندرية",,1,
"ش العشرين فيصل
لسه امبارح انا و اولادى فى فرع كايرو مول قذاره و التواليت مغلق للصيانه و نصف الانواع غير متوفره و وجبة الاطفال بدون لعبه و كنت طلبه بدون مايونيز جه كله بمايونيز و كان فى مشاكل اخرى مع بعض العملاء الاخرين فى نفس التوقيت بسبب غلطات الطلبات و قررنا انها تكون اخر مره",,-1,
"مكان حلو اوى
مكان اجتماعى للكبار و الشباب..حتى فيه ناس بتروح تذاكر هناك.. السلطات عنده جميلة جداو بعض السندويتشات.. بس العصائر سكرها كتييير ولازم تطلب منهم ده قبل الحاجة ما تيجى.",,1,
"اجمل جو في القاهرة
المكان تحفة الخضرة فعلا جميلة. المعماري بتاع المكان فعلا جميل
المطعم اللي هناك مش بطالة و المنظر من هناك فعلا جمييل",,1,
"اكل لذيذ
اول ملاحظه انه بداخل حاره شعبيه..المكان لو كان علي البحر كان حيصير تحفه الخدمه جدا سريعه لدرجه اني استغربت وقلت اكيد حيكون الاكل بايت وسخنوه لكن بالعكس كان فريش ولذيذ لابعد درجه ماعجبني شي انه نزل سلطات وقال تنزل مع الطلب ووجدناها بالفاتوره مسجله..كانت حركه مش حلوه منهم عصير الليمون بالنعناع كان ممتاز  طلباتنا كانت ورق عنب ..لذيذ بس شوي مفلفل وناشف مشاوي كفته وكباب ممتازه الكميه كبيره في الصحون يوجد قسم مكيف وقسم مكشوف..اخترنا القسم المكيف ينصح بزيارته ..",,1,
