Column1,Sentences,Aspects,Sentences Sentiment,Aspects Sentiment
1261,"لعمل عمرة جديدة بنية جديدة 
تخرج من باب الحرم المقابل لباب الملك فهد ستجد موقف للحافلات البرتقالية اللون اسمها Sapco سعر التذكرة 2 ريال .. اما السيارات الميكروباص فتحدد قيمة التعريفة حسب مزاج السائقين و تتراوح بين 3 ريال و 5 ريال للشخص.. المسجد رائع و هادئ جدا يمكنك الوضوء و خدمة التوصيل مستمرة ليلا و نهارا .. احترس من المجموعات التي تندفع لحجز الحافلات فقط لافرادها .. سمعت ان التاكي الخاص يتكلف 50 ريال للذهاب للتنعيم
",,1,
1263,"ميقات مكة 
إذا رغبت في عمل عمرة أخري فيجب عليك لبس ملابس الإحرام مرة أخري ثم الذهاب لمسجد التنعيم حيث تصلي ركعتين ثم تنوي عمرة جديدة ( لبيك اللهم عمرة) و تعود إلي مكة ملبيا - المسافة من الحرم حتي مسجد التنعيم حوالي 15 الي 20 دقيقة بالتاكسي و المعتاد أن ينتظرك نفس التاكسي لإعادتك و يحصل عادة علي مبلغ ما بين 40 الي 50 ريال سعودى لكامل المشوار ذهابا و عودة
",,1,
1264,"عادي جدا ومتهالك 
بسم الله الرحمن الرحيم ميدان عادي جدا ومتهالك
الازدحام لايجعلك تنظر اليه ابدا
ينبغي نقلة الى مكان اخر اذا ما ارادو ان يجعلوه معلما
",ميدان,-1,-1
1265,"يعنقد الناس أنه هو جبل عرفات 
يقع جبل النور في منطقة عرفات. يعتقد الناس أنه له فضل. حتي في زيارتهم له في غير اوقات الحج لاحظت بعضهم يصعد فوقه حافي القدمين إعتقاداً في قدسيته مما دفعني لسؤال احد الشيوخ الموجودين في خيمة الارشاد والتوعية الموجودة بجواره.. فأكد الشيخ أنه لا فضل للجبل ولم يثبت أن الرسول صلي فوقه أو حتي دعي. وكان هدفنا من الزيارة مجرد مشاهدة معالم المكان ورؤية الاماكن المقدسة بعيداً عن التبرك بها
",الاماكن,1,1
1266,"الميدان المزدحم جدا بالسيارات 
لا نعلم هل تزال الدراجة ام هي باقية علما بان الزحام شديد جداً ويأتي وقت الذروة يطول الانتظار عند الإشارة ويكره الانسان نفسه من الزحمة ، ولست اعلم ماذا ستفعل الامانة والمرور لحل هذه الاختناقات المرورية.
ودمتم
","الميدان، الزحام",-1,"-1,-1"
1267,"ماله داعي يذكر 
بصراحة شئ ماله داعي يذكر لا تقدر تجلس عنده و اختناق مروري و روائح السيارات و خاصة الويتات تقتل
بعدين مو مكان للزيارة مجرد دوار
","روائح السيارات، مكان",-1,"1,-1"
1268,"مدينة الشمس _ جنوب افريقيا 
مدينه سيلحيه اعى الجبل تتميز بوجود عدة قرى سياحيه متجاوره تشمل حمامات السباحه و المتنزهات الامنه , ولكن مناسبه اكتر لقضلء شهر العسل
",عدة قرى,1,1
1269,"لازم تجربها ليل ونهار 
جميله جدا تديك الفرصه تتفرج على كل الوتر فرونت
لمد2 دقيقه عباره عن 3 دورات كل دوره 4 دقائق
انا جربتها فى العصر ولكن اعتقد انها فى الليل حتكون اجمل وهى تعمل حتى العاشره مساءا
",الليل,1,1
1270,"مركز الإنطلاق 
* انصح كل من يزور كيب تاون ان يقيم بالقرب من واتر فرونت فهى مكان رائع جدا و يمكنك ان تجد كل ما تريده من مطاعم ومحلات تجاريه ومتعه وترفيه ورحلات بحريه وبسهوله كامله  * الاسعار متفاوته ولكن معظمها متوسطه * الجولات السياحيه لجبل الطاوله واى مكان فى كيب تاون تبدأ من هنا * لايمكن ان تزور كيب تاون ولا تاتى هنا
","مكان، الاسعار",1,"1,1"
1271,"متحف اسلامي 
متحف اسلامي صغير تديره عائلة مسلمة في منزلها بالقرب من متحف الالعاب وبالقرب من اقدم مسجد بسايمنز تاون .تجد خريطة للوصول لهذا المتحف في النشرة الخاصة بمنطقة سايمنزتاون .يتكون من اربع غرف الاولی عن الحج لمكة حيث تمتلئ الغرفة بالصور الملابس واستقبال الحجاج ..الخ .الثانية غرفة العروس وملابسها .الثالثة والرابعة ايضا مجموعة من الصور والمقتنيات الثمينة وقصص شعب الملاوي الذي استوطن كيب تاون قبل الاوروبيين والممارسات العنصرية ضدهم.الدخل برسم ولامانع من التبرع .
","متحف اسلامي، عائلة، مسجد، الصور، المقتنيات",1,"-1,1,1,1,1"
1272,"قبل الغروب 
جيده جدا وتجربه فريده ولكن يقدم معها الخمور وطبعا يمكنك ان ترفض الخمور
جوله لمده ساعه فى عمق المحيط الاطلنطى
الرياح غالبا تكون شديده والقارب يميل الى احد الجوانب (فيها شويه مغامره) ولكن تبقى انها جيده وسعرها مناسب حوالى 160 راند
ايضا تناسب جميع الاعمار والعائلات
","تجربه، الرياح، سعر",1,"1,-1,0"
1274,"تل الاشارة 
تل جميل بمطلات جميلة .احضر معك ماكولاتك .لايوجد مطعم او بقالة اذا كان جبل الطاولة مغلقا يقف بك الباص السياحي هنا بدلا عنه.تستطيع النزول بسهولة من التل
","تل، مطلات",1,"1,1"
1276,"حديقة رائعة 
حديقة جميلة كبيرةرائعة يقف عندها الباص السياحي .لها مدخلين .الدخول برسوم .بها مطعمين لا اظن انهما حلال .اكلنا بطاطس وسلطة .تستطيع ادخال ماكولاتك بها بحيرة كبيرة وبط وشلالات صغيرة
","حديقة، بحيرة، وبط، شلالات",1,"1,1,1,1"
1277,"حديقة صغيرة 
حديقة صغيرة بوسط كيبتاون مليئة بالشجار والطيور والسناجب و النوافير والتماثيل جنوبا متحف كيبتاون التاريخي وشمالا مكتبة كيبتاون ومتحف العبودية .يوحد بها مقهی او مطعم لم نتناول اي شي منها .يقف الباص السياحي بالقرب منها بجانب المتحف التاريخي
","حديقة، بحيرة، وبط، شلالات، الشجار، الطيور، السناجب، النوافير، التماثيل، متحف كيبتاون",1,"1,1,1,1,1,1,1,1,1,1"
1278,"حديقة قرين بوينت 
حديقة كبيرة جميلة يتوفر بها ماء الشرب لم لری مطعم من الافضل احضار ماكولاتك.مناسبة حجدا للاطفال مليئة بالالعاب الحركية .بحيرات وطيور
","حديقة، الالعاب الحركية",1,"1,1"
1279,"رحلة رائعة 
تعرفت علی باز بس من موقع ترب ادفايزر قبل السفر الی كيبتاون وبمااننا لم نستاجر سيارة كان الالتحاق برحلتهم هو الخيار الوحيد حتی لانكلف انفسنا ماديا.كما ان الرحلة مع مجموعة وقائد بالتاكيد ستكون امتع. تبدأ الرحلة مبكرا_ انصحكم بالافطار الجيد قبل الذهاب _ حيث يمر علی المشاركين في اسكاناتهم بعدها ننطلق الی هوت باي ورحلة الی جزيرة اسود البحر وغيرها من المزارات المهمة الموجودة بموقعهم والتوقف للافطار والغداء وقيادة الدراجات _ غير اجباري _.طبعا اكلنا كخليجيين غير عنهم فهو يعتبر عندنا غير مشبع لذالك انصحكم باحضار بعض الماكولات والماء. القائد مارك كان رائع ولطيف وافادنا بمعلومات مفيدة وغريبة عن البلد.رجعنا للمنزل بعد المغرب.مرت سنة ومازلنا انا وعائلتي نتذكر مارك والسائق وباز بس
","رحلة، المزارات، القائد مارك، معلومات",1,"1,1,1,1"
1280,"متحف غير ! 
رفضت عائلتي زيارة المتحف وبعد اصراري ذهبنا اليه .انتظرنا قليلا حت تحضر المرشدة الرائعة لتشرح لنا مراعية ضعف لغتنا .غرفة الحادث غرفة تجارب الطبيب بيرنارد السابقة علی الكلاب عرض فيديو لحياة الطبيب .المتبرعة وحياتها وعائلتها غرقة العمليات .المتبرع له بالقلب بصحة جيدة.لايوجد بالمتحف مكان للجلوس او الانتظار وبعيد عن حركة الشوارع. بمعنی احسب حسابك بعد الانتهاء من الجولة ان يكون سائقك بانتظارك. جری بيننا نقاش عن الاديان ونظرتها للتبرع بالاعضاء.انصح بزيارته لانه اعجب الكبار والصغار
","المرشدة، صحة",1,"1,1"
1282,"ممتازة للكبار والصغار 
هذا المنتزه المائي يمتاز بتنوع ألعابه ما بين اقسام مغامرة للكبار واقسام العاب للأطفال، كما يحتوي على قسم مكشوف في الهواء الطلق، أما غالبية المنتزه فهو مغطى لضمان درجة حرارة مناسبة صيفاً وشتاءً .. قيمة التذكرة غالية نوعاً ما ولكن ألعابه تستحق!
لأسرة صغيرة، من الممكن أن تقضي هناك 4 ساعات أو أكثر
","المنتزه المائي، اقسام، قسم، المنتزه",1,"1,1,1,1"
1283,"وقت مميز لجميع افراد العائلة 
ممتاز جدا وجميع المرافق تتسم بالنظافة والامان لجميع افراد الاسرة، ممتع جدا، وقريبا سأزورها معابني وزوجتي لقضاء اوقات ممتعة
","وقت، المرافق، اوقات",1,"1,1,1"
1284,"تراثي بامتياز! 
السوق شبيه بالجراند بازار في تركيا ولكن على مستوى اصغر. العديد من المحال في هذا السوق تقوم بعرض تحف فنية ومشغولات يدوية ، كما يوجد زقاق لبيع الذهب والمجوهرات. اسعار المحال في هذا الشوق عموماً مرتفعة نوعاً ما، ولكن اذا قمت بالمفاوضة مع البائع قد تحصل على اسعار جيدة
","تراثي، السوق، مستوي، تحف، مشغولات، اسعار المحال، اسعار",1,"1,0,-1,1,1,-1,-1"
1286,"قلعة تراثية جميلة 
تعتبر قلعة البحرين التي بنوها البرتغاليين اثناء الاستعمار من اهم القلاع التراثية في مملكة البحرين وتعتبر مصدر جذب للسياح لما تتمتع به من جمالية البناء والتصميم ، وتعتبر مصدر مهم لمحبي التصوير للالتقاط الصور الجميلة بها
","قلعة، الصور",1,"1,1"
1287,"افضل مكان 
مكان رائع يجعل الشخص يحلم و يفكر بعضمه القدامى و هم يبنون هذه القلعة و كيف كانوا يستخدمونها و ذلك يجعلنا نتقمص شخصيات كانت بالاصل موجوده بهذا المكان فقط للمتعه.فهو معلم تاريخي.
","مكان، معلم",1,"1,1"
1288,"مثال جيد للجامع الكبير 
من النظرة الأولى، يبدو أن التصميم الداخلي والخارجي للجامع قد تم وضعه بعناية فائقة. كل شيء ممتاز. كما أنه ملحق بالجامع مركز للتعريف بالاسلام يقصده غير المسلمين من زائري هذا المجمع الاسلامي الكبير .. فخر للمنامة أن تحتضن بين جنباتها هذا الصرح العظيم!
","جامع، التصميم الداخلي، الخارجي، وضع، المجمع الاسلامي، الصرح",1,"1,1,1,1,1,1"
1289,"جامع كبير تاريخي رائع 
مع اني مسافر الا اني قد صليت فيه صلاه
الجمعه خلال هذه الزياره
الجامع كبير حدا وتصميمه
حديث يجذب السياح للتعرف علي الدين للإسلامي
","جامع، الجامع",1,"1,1"
1290,"صلاة الجمعة 
خطيب ممتاز وجامع مجهز بكل المرافق اللازمة نصيحة أن توقف سيارتك قريبا من مخرج المواقف وذلك لازدحام السيارات الشديد عند الخروج بعد الصلاة
","خطيب، جامع، ازدحام السيارات",1,"1,1,-1"
1291,"من اكبر المساجد 
مكانه مميز بمدخل الجفير وهو اكبر جامع في المنامة
جامع فخم ادعوا الله ان يوفق من بناه ومن صلى به
","مكان، جامع",1,"1,1"
1292,"أفضل متحف في البحرين 
لم أكن أتوقع أني سأرى كل هذه الكنوز التراثية هناك! المتحف يحتوي على قطع أثرية في غاية الروعة والمعنى الحضاري الاسلامي .. فمثلاً، يحتوي المتحف على طبعات ومخطوطات نادرة للقرآن الكريم أو بعض سوره من مختلف القرون الهجرية ابتداء بالقرن الأول الهجري وحتى القرن الحالي، كما يحتوي على زخارف فنية رائعة استخدمت في كتابة القرآن، ويحتوي أيضاً على أول نسخة مطبوعة من القرآن الكريم على الآلة الكاتبة ، منذ ما يزيد على قرن من الزمان! أنصح بشدة بزيارته .. وستستغرق زيارته ما بين الساعتين والثلاث ساعات للاطلاع على كافة محتوياته
","متحف، قطع أثرية، طبعات، مخطوطات، زخارف",1,"1,1,1,1,1"
1294,"سفرة سياحية 
سفرتي كانت رائعة الى ايران لان فيها الجمال والطبيعة وكل الاشياء التي احبها خصوصا انا احب التصوير برج ميلاد من المعالم الجميلة في طهران
","سفرة،  برج ميلاد،  المعالم",1,"1,1,1"
1295,"حيث تعانق الروح السماء 
اذا اردت السكينة ان تنزل على قلبك.....حيث الاجواء الايمانية والخشوع ...زر الامام الرضا سلام الله عليه
",الاجواء,1,1
1296,"زيارتي الاولى الى مشهد 
الحمد لله تشرفت بزيارة الامام الرضا ""عليه السلام"".. و استمتعت كثيرا"" في الاقامة في مدينة مشهد شارع الامام الرضا حيث الناس اللطفاء و المطاعم الرائعة و المناظر الخﻻبه .. تحياتي ﻷهل مشهد
","زيارة، الناس، المطاعم، المناظر",1,"1,1,1,1"
1297,"كانت مدينه جميلة والسياحة الدينيه فيها رائعة 
مدينة جميلة رائعة والياحة فيها رائعة وخاصة السياحة الدينة حيث النظافة وحسن تعامل الشعب الايراني للسواح وقد زرت عدة اماكن اثرية هناك وخاصة متحف نادر شاه واماكن اخرى كثيرة
","مدينه، السياحة الدينيه، مدينة، الياحة، تعامل الشعب الايراني، اماكن",1,"1,1,1,1,1,1"
1298,"مقام الإمام الرضا (ع) 
أجمل الأماكن التي يمكن أن تقصدها في العالم هي مقامات أهل البيت عليهم السلام, سواء في المدينة, أو في العراق, أو في إيران...إنها قطع من الجنة.
",مقامات أهل البيت,1,1
1299,"يستحق الزيارة 
كنيسة للارمن في وسط اصفهان وتحتوي على متحف للاثار المسيحية القديمة..وكذلك متجر لبيع التذكارات..
لكن الذي ازعجني هو انهم ياخذون تذكرة دخول اكثر من ضعفين لغير الايرانين
","اثار، تذكرة دخول",1,"1,-1"
1300,"حرم الإمام الرضا 
مكان جميل يعكس قصة الامام الثامن لأهل البيت عليهم السلام .. مكان يغذي الروح و يسعد القلب .. تحتاج لساعات للبقاء هناك
","حرم الامام الرضا، مكان، الامام",1,"1,1,0"
1301,"موقع تراثي 
يعتبر ميدان إمام من المواقع التراثية و التاريخية الجميلة و المهمة, حيث يحوي على ابنية تأريخية و تم استغلاله سياحيا بشكل جيد و تم توفير الكثير من الخدمات السياحية فيه
","موقع، المواقع، ابنية، الخدمات السياحية، ميدان إمام ",1,"1,1,1,1,1"
1302,"تاريخ 
صناعات يدوية بكثرة و تحف تاريخية و حلويات تقليدية في هذا اليازار و عربات الخيول المنتشرة في ساحة الميدان الخارجية
","صناعات، تحف، حلويات، عربات الخيول، ساحة الميدان",1,"1,1,1,1,1"
1303,"قطعة من الف ليلة ولية 
ليلا عندما تهب النسمات الباردة
امام النافورات الجميلة
شعور رائع جدا
كذلك المقاهي المنتشرة والحلوات الايرانية
جميل جدا
","النسمات، النافورات، شعور، المقاهي، الحلوات",1,"1,1,1,1,1"
1304,"تاريخ 
منطقة أثرية جميلة تأخذك لماقبل التاريخ يبيعون منتجات جميلة مصنوعة يدويا تعكس ثقافة المنطقة الجميلة جدا
","منطقة،  منتجات، المنطقة",1,"1,1,1"
1305,"جميل جدا 
مناسب جدا للاطفال
تشكيلة رائعة من الزهور والنباتات الجميلة
وكذلك الرائحة العطرة
كان هنالك سفرات مدرسية للطلاب
كذلك توجد حدائق استوائية مغطاة
","تشكيلة، النباتات، الرائحة، سفرات، حدائق",1,"1,1,1,1,1"
1306,"مناسب جدا للطفال 
حديقة مفتوحة ومبساحة كبيرة ومغطاة بشبكة تمنع الطيور التي تمشي بحرية من الطيران....اطفالي كانوا فرحين جدا لمعاينة الطيور على الطبيعة خارج القفص
يجب زيارته
","حديقة، مبساحة، اطفال",1,"1,1,1"
1307,"رحلة تصوير 
رامسر منطقة رائعة الجمال شتاء والصيف انا مصور فوتوغرافي واستفدت كثيرا من رحلتي اليها كانت رحلتي تمتد من طهران الى كلاردشت والى رامسر كانت هناك عاصفة ثلجية لكن الامر رائع لاني لاول مرة ارى الثلوج تتساقط
","رامسر، عاصفة، الامر، الثلوج",1,"1,-1,1,1"
1310,"جهل ستون 
معناه الاربعون عمود...الاعمدة الحقيقية للقصر الصفوي عشرون لكن صورتها المنعكسة تجعل منه اربعون
جميل جدا من الخارج والداخل
نافورات الماء جميلة جدا
انصح بزيارته
","الاعمدة، القصر، صورة، نافورات الماء",1,"1,1,1,1"
1311,"جسر الثلاث والثلاثون 
في وسط اصفهان..جميل جدا..لكن المشكلة ان وقت زيارته كانت في فصل الجفاف..يجب التاقط الصور...المرور به ليلا لاضاته الهادئة
","جسر الثلاث والثلاثون، اضاءة",1,"1,1"
1312,"اجمل ما رات عيني 
جميل جدااجمل شي في سوسة هو المدينة المائية و كذلك مدينة الالعاب و البورط و مقهى كازا دي جيلاطوا و البيت العربي
","المدينة المائية، مدينة الالعاب، البورط، مقهي كازا دي جيلاطوا، البيت العربي",1,"1,1,1,1,1"
1313,"أكثر من رائع 
حمام تقليدي للراحة و الاستجمام بامتياز ، أول ما يثير الانتباه رحابة صدر القائمين عليه و حفاوة الاستقبال حيث تشعر و كأنك بداخل منزل عربي تونسي تقليدي بكل تفاصيله من حمام عربي مزين بفسيفساء ""ميدوسا"" التي تعبر عن حضارة بلدة سوسة و قدمها في التاريخ ـ الى غرف التدليك الهادئة و بتقنية الزيوت المستخلصة الطبيعية تجعل بدنك في حالة من الاسترخاء ـ زد الى ذلك كله مساج للشعر و الوجه و املاح طبيعية خاصة منتقاة من البحر الميت خصيصا للأرجل تعطيك احساسا بالانتعاش الدائم لأيام طوال، ناهيك عن الموسيقى الدافئة التي ترافقك طيلة هذه الجولة الاستحمامية الطبيعية، 
","حمام، القائمين، الاستقبال، منزل، غرف التدليك، الزيوت، املاح، الموسيقي، الجولة",1,"1,1,1,1,1,1,1,1,1"
1314,"great time 
قضيت وقت رائع وممتع على شواطي الحمامات حيث الرمال الناعمة والمياه الجميلة وقضيت رحلة بحرية على سفيينة القراصنة ولقد استمتعت بالرحلة كثيرا
","وقت، الرمال، المياه، رحلة",1,"1,1,1,1"
1316,"وقت رائع 
قضيت وقت رائع في قرطاج لاند وخصوصا مغارة علاء الدين و مدينة الالعاب المائية والتقطت صور رائعة في المدينة واعجبني الطراز التقليدي للمدينة
","وقت، صور، الطراز",1,"1,1,1"
1317,"روعة قرطاج 
لم اكن اتخيل وجود حمامات تاريخية بهذه الروعة والاتقان في العمران كما في قرطاج فانا اعلم وجود حمامات تاريخية في دمشق وقمت بزيارتها وهي فعلا مثيرة للدهشة وما رأيت في قرطاج مثيرة للدهشة اكثر انصحكم بزيارتها فهي تستحق المشاهدة
",حمامات,1,1
1318,"باب البحر 
يقع بين شارع حبيب بورقيبة والسوق الشعبي ....... وهو من العلامات البارزة بالموقع ....... وهو باب لسور المدينة التي تم ازالتها لعدم الحاجة لها.
سمي بباب البحر لانه يتجه للبحر
","السوق، العلامات",1,"1,1"
1319,"المتحف الطبيعي قلاله - جزيرة جربة - تونس 
منطقة قلالة إحدى مناطق جزيرة جربة وتوجد بها العديد من الصناعات التقليدية وأهم معلم بها هو المتحف الطبيعي بقلاله
المتحف يحتوى على العديد من الأقسام التي تحتوي على صور نماذج للحياة التي كانت بجزيرة جربة والمتمثلة في الأعراس والصيد البحري وكافة الأعمال التي يقوم بها المواطن في جزيرة جربة .
من وجهة نظري أنه مكان رائع يستحق الزيارة .
","المتحف، الصناعات، الصيد، مكان",1,"1,1,1,1"
1320,"عالم البحر اآخر 
عالم جميل يمكن أن تقضي كامل اليوم هناك ولكن ما يزعجني هو تهافت تاعاملين على الحرفاء وشبه اجبارهم على تناول الطعام في مطاعمهم إضافة إلى ارتفاع الأسعار غير ذلك المكان جميل وجميل جدا هادئ ورومنسي
","عالم، الأسعار، المكان",1,"1,-1,1"
1321,"تاج محل تونسي 
قد نخلد أنفسنا بطرق كثيرة والحبيب بورقيبة الرئيس السابق للجمهورية التونسية عرف كيف يخلد نفسه لأنك عندما تتجول في ضريحه تشعر أنه حي وأنه هو من يتجول بك في المكان
","تاج محل، الرئيس، الجمهورية",1,"1,1,1"
1323,"المهدية تونس 
انه مدينة جميلة وتتمتع بالهدو وتوجد شاطئ بحر جميل وتوجد بها معلم آثارية وتوجد بها مدينة رومانيا قديمة ومطعم رئعة في اكل اسماك
","مدينة، شاطئ بحر، معلم، مدينة رومانيا، مطعم",1,"1,1,1,1,1"
1324,"نصب الشهيد 
معلم حضاري في بغداد لتخليد شهداء العراق الذين سقطوا في محاربة الفرس المجوس ويرمز الى بطولة الجندي العراقي واستشهاده من اجل الوطن
","معلم، الفرس، الجندي",1,"1,1,1"
1325,"مكان جميل ومتكامل 
زرته اكثر من عشر مرات..اعجبني جداً .هنالك تنوع في البضاعة وجودة في المحتوی.. الموظفين علی درجة من اللياقة في التعامل واسعاره طبيعية جداً
","مكان، البضاعة، المحتوي، الموظفين، اسعار",1,"1,1,1,1,1"
1326,"انه رائع وممتاز ويشمل وسائل ترفيهيه رائعه 
رائع جميل ويحمل اسعار مناسبه وماركات جميله اضافه على وسع حجمه وموقعه المميز والشاشه الواسعه الممتازه واحترام الزبائن بس اتمنى ان يكون البارك الخارجي لموقف السيارت يكون اكثر وسعا لان الكثر من الناس يعانون من ضيق البارك لوقوف سيارتهم وشكرا
","وسائل، اسعار، ماركات، حجم، موقع، الشاشه، البارك",1,"1,1,1,1,1,1,-1"
1327,"ممتع 
مكان ممتع وفيه الكثير من وسائل الترفيه، الاسعار فيه متفاوتة فهي مناسبة للجميع في اماكن ومبالغ بها جدا في اماكن اخرى وهذا يشمل الطعام، الشراب وحتى الملبوسات وغيرها من المواد، فيه الكثير من الماركات والمواد الاصلية خصوصا مواد التجميل والعناية بالبشرة، انصح به
","مكان، الاسعار، المواد",1,"1,1,1"
1329,"مكان متطور وجميل للتسوق 
ستجد اغلب الاشياء التي تبحث عنها بماركات عالمية محترمة وكذلك يتوفر المواد الاقل كلفة
يمتاز بتوفير المطاعم المحترمة رغم اسعار الطعام العالية نسيبا
مكان جميل اتمنى ان يتوفر المزيد منه في بغداد
","مكان، ماركات، المواد، المطاعم، اسعار الطعام",1,"1,1,1,1,1"
1330,"كربلاء حبيبتي 
انها جنة من جنان الارض
كربلاء
وهنا مرقد الامام الحسين بن علي ابن ابي طالب
سبط نبينا محمد
مركز اسلامي مهم
","كربلاء، مركز",1,"1,1"
1331,"نبذه عن المتحف 
انه متحف رائع جدا و في أشياء كثيرة تذكرنا بالماضي و ما في و أكثر شئ أعجبني طريقة صنع هذه التماثيل الرائعة و المميزة
و وجو بعض التحف الأثرية و اتمنى لو يرجع العراق نفس الأول و احلى
","متحف، التماثيل، التحف",1,"1,1,1"
1332,"زيارة 
هي اولا حديقة وكذلك تعبر مرفق سياحي مهم لان فيها حديقة للحيوانات من مختلف دول العالم اضافة الى صالات العب مثل دولاب الهواء
وايضا اذا شخص ذهب ممكن تكون زيارتة نزه بكل المقايس السياحية
","مرفق، المقايس",1,"1,1"
1333,"اعجاب 
في البصره الغالية هناك الكثير من الخبرات والطاقات العلمية المبدعة وفقهم الله وحماهم من غدر الزمان
","البصره، الطاقات",1,"1,1"
1334,"رووووعة 
من اجمل الاماكن في بغداد احبها كثيرا جدا جدا جدا و عندي بها الكثير الكثير من الذكريات فيها حديقة الحيوان راااائعة و المتنزهات و الالعاب و الحمد لله اخيرا ركزو على الاعمال بها و تحديث و انشاء الكثير من الالعاب الجميلة و الممتعة لكن هناك شيء واحد لم يعجبني هو وجود الشرطة و عدم ممارستهم واجباتهم بصورة صحيحة فهم يستفزون البعض للحصول منهم على مبالغ معينة بالاضافة الى وجود عدد كبير من الباعة المتجولين الذين هم الابرع في التسليب المنتظم ههههه كالعصابات بالضبط و مع الاسف الشرطة هناك تسندهم كثيرا
","حديقة الحيوان، الالعاب، مبالغ، عدد، الباعة، التسليب",1,"1,1,-1,-1,-1,-1"
1335,"بارك شانيدار 
متنزه شانيدار موجود في قلب اربيل وهو مكان هادي ونظيف ومحترم يلائم العوائل للتمتع في ارجاء المتنزه ولقد زرته مرتين مرة نهارا بصحبة احدى ضيفاتي وصديقاتي ومرة ليلا مع العائلة
",مكان,1,1
1336,"شانيدار 
حدائق رائعة واماكن تسليه مناظر خلابة كراج واسع موقع ممتاز والحدائق مترامية الاطراف اخر مرة زرت المكان كان في منتصف اذار 2013
","حدائق، مناظر، كراج، موقع، الحدائق",1,"1,1,1,1,1"
1337,"حضارة مابين النهرين 
يحتوي على كنوز واثار من اقدم حضارة في الكون ميسوبتاميا
ان هذا المتحف يمثل كل الحقب التاريخية لحضارة وادي الرافدين العراق تجد فيه كل الاثار التي تعود بك الى طفولة الشعوب واعرق من كتب وعلم الحرف للانسانيه
حيث اور واكد وسومر وبابل ولكش
","حضارة، الحقب",1,"0,1"
1338,"عامل جذب 
هذة الاماكن تسر الناظر في اروقة المتحف العراق وتطلع على حقب الزمان وتاريخة كذلك تحتاج في الزيارة معرفة القرون السابقة واللاحقة من خلال مشاهدتك خصوصا للمرة الاولى المهم التجربة اكبر برهان مع الشكر للمسافرين في هذا المتحف
","القرون، المرة",1,"0,1"
1339,"ممتع 
من روعته وجماله تستطيع ان تتعرف على اهميه هذا المتحف فهو وطني ويشمل تاريخ البلاد والحظاره العراقيه الراقيه بمعنى الكلمه
",الحظاره,1,1
1340,"باركه سامي عبد الرحمن 
باركه سامي عبد الرحمن هي من اهم الحداق في هولير . اجمع ان رائعة بكل معاني الكلمة انصحكم بان تشاهدون باركه سامي عبد الرحمن
",باركه سامي عبد الرحمن,1,1
1341,"سفينة القراصنة 
ركبنا القارب الاكبر والملقب هينبعل لمدة ثلاث ساعات شامل وجبة الغداء.لم تعجبني الرحلة للاسباب التالية:  1- رحلة بدون مناظر فقط البحر  2- الاستغلال الواضح للسياح حيت الطلبات الداخلية اعلى بكثير منها بالخارج  3- التصوير مع الطاقم شبه اجباري... لطباعتها واخذ المال منك  4- العصبة فوق الراس يتم وضعها عليك بدون اخطارك انها بمبلغ  5- القيام ببهلوان ونشاطات غير مسلية وابتزاز السياح للدفع  5- الطعام قليل وسيئ
","القارب، الاستغلال، الطلبات، بهلوان ونشاطات، الطعام",-1,"1,1,1,1,1"
1342,"مول يجنن مدددددهش 
مول رائع و اكاد اجزم انه الاروع الاروع الاروع في العراق , كبير جدا و اجنحتة متنوعة و ضيوفه اناس من الطبقات الراقية و فيه متنزه كبير و العاب جميلة للصغار و الكبار و فية مطعم رااااائع و فيه كل ما تتمنونه و اكثر انصحكم بزيارتة مع الاسرة او الاصحاب و انا متاكد من انكم ستدهشون بمناضرة الخلابة و و و و ..... اسف لا استطيع الكلام اكثر و ساترككم لتكتشفوه بانفسكم احبكم جميعا سلام :)
","مول، اجنحة، الطبقات، منتزه، العاب، مطعم، مناضر",1,"1,1,1,1,1,1,1"
1343,"petra 
مكان كتيــــــــــــــــــــر حلو وفي مغامرة كبيرة وحب إكتشاف الأماكن فيها و الإصرار في المشي وجو حلو خاصة هاي الأيام في الربيع وبتحس حالك في مكان تاني و بتقول كيف كاينة الناس عايشة هون!!!!!!!!
","مكان، مغامرة، جو",1,"1,1,1"
1344,"حديقة أكثر من رائعة 
اشكر جميع من يسهر على تسيير هذه التحفة الرائعة أنصح بزيارتها 'ملاحظة؛ يجب مراجعة الثمن حتى يكون في جميع متناول المغاربة شكراا
","حديقة، التحفة",1,"1,1"
1346,"المدينة الوردية 
زرت المدينة كم هي رائعة وجميلة واصبح الأهتمام بها من قبل هيئة السياحة الأردنية كبير
حيث النظافة والمناظر الخلابة خاصة عند الشروق والغروب .
وتوفر الفنادق بجوار هذا المعلم .
رسوم الدخول رمزية
","المدينة، هيئة السياحة، المناظر، رسوم الدخول، الأهتمام",1,"1,1,1,1,1"
1347,"ساحره 
تراث جميل وساحر، حيث انها تعد من الملامح السياحيه اسلاحره بالاردن، راث جميل وساحر، حيث انها تعد من الملامح السياحيه اسلاحره بالاردن، راث جميل وساحر، حيث انها تعد من الملامح السياحيه اسلاحره بالاردن، راث جميل وساحر، حيث انها تعد من الملامح السياحيه اسلاحره بالاردن،
","تراث، الملامح",1,"1,1"
